biweek,year,loc,cases,pop
13,1923,NEWARK,115,429302.6958
14,1923,NEWARK,68,429442.6818
15,1923,NEWARK,50,429582.0587
16,1923,NEWARK,12,429720.824
17,1923,NEWARK,9,429858.9752
18,1923,NEWARK,14,429996.5098
19,1923,NEWARK,9,430133.4252
20,1923,NEWARK,6,430269.719
21,1923,NEWARK,4,430405.3887
22,1923,NEWARK,NA,430540.4318
23,1923,NEWARK,8,430674.8458
24,1923,NEWARK,16,430808.6281
25,1923,NEWARK,11,430941.7763
26,1923,NEWARK,28,431074.2878
1,1924,NEWARK,29,431206.1602
2,1924,NEWARK,66,431337.391
3,1924,NEWARK,107,431467.9776
4,1924,NEWARK,127,431597.9176
5,1924,NEWARK,155,431727.2084
6,1924,NEWARK,200,431855.8475
7,1924,NEWARK,210,431983.8325
8,1924,NEWARK,272,432111.1609
9,1924,NEWARK,305,432237.83
10,1924,NEWARK,355,432363.8375
11,1924,NEWARK,258,432489.1809
12,1924,NEWARK,283,432613.8575
13,1924,NEWARK,183,432737.865
14,1924,NEWARK,109,432861.2008
15,1924,NEWARK,65,432983.8624
16,1924,NEWARK,43,433105.8473
17,1924,NEWARK,15,433227.1531
18,1924,NEWARK,24,433347.7771
19,1924,NEWARK,8,433467.717
20,1924,NEWARK,12,433586.9701
21,1924,NEWARK,15,433705.5341
22,1924,NEWARK,12,433823.4063
23,1924,NEWARK,41,433940.5844
24,1924,NEWARK,45,434057.0657
25,1924,NEWARK,43,434172.8478
26,1924,NEWARK,68,434287.9282
1,1925,NEWARK,90,434402.3044
2,1925,NEWARK,70,434515.9738
3,1925,NEWARK,92,434628.9341
4,1925,NEWARK,97,434741.1826
5,1925,NEWARK,99,434852.7168
6,1925,NEWARK,84,434963.5344
7,1925,NEWARK,79,435073.6327
8,1925,NEWARK,111,435183.0092
9,1925,NEWARK,125,435291.6616
10,1925,NEWARK,151,435399.5871
11,1925,NEWARK,199,435506.7835
12,1925,NEWARK,160,435613.248
13,1925,NEWARK,116,435718.9783
14,1925,NEWARK,94,435823.9719
15,1925,NEWARK,31,435928.2262
16,1925,NEWARK,25,436031.7387
17,1925,NEWARK,9,436134.507
18,1925,NEWARK,6,436236.5285
19,1925,NEWARK,4,436337.8007
20,1925,NEWARK,12,436438.3211
21,1925,NEWARK,15,436538.0873
22,1925,NEWARK,38,436637.0966
23,1925,NEWARK,32,436735.3467
24,1925,NEWARK,27,436832.835
25,1925,NEWARK,68,436929.5591
26,1925,NEWARK,128,437025.5163
1,1926,NEWARK,225,437120.7042
2,1926,NEWARK,394,437215.1203
3,1926,NEWARK,724,437308.7621
4,1926,NEWARK,952,437401.6271
5,1926,NEWARK,1057,437493.7128
6,1926,NEWARK,947,437585.0167
7,1926,NEWARK,718,437675.5363
8,1926,NEWARK,549,437765.269
9,1926,NEWARK,502,437854.2124
10,1926,NEWARK,390,437942.364
11,1926,NEWARK,223,438029.7213
12,1926,NEWARK,145,438116.2818
13,1926,NEWARK,92,438202.0429
14,1926,NEWARK,47,438287.0021
15,1926,NEWARK,10,438371.1571
16,1926,NEWARK,13,438454.5052
17,1926,NEWARK,9,438537.0439
18,1926,NEWARK,2,438618.7708
19,1926,NEWARK,1,438699.6833
20,1926,NEWARK,1,438779.779
21,1926,NEWARK,6,438859.0554
22,1926,NEWARK,4,438937.5098
23,1926,NEWARK,8,439015.1399
24,1926,NEWARK,9,439091.9432
25,1926,NEWARK,2,439167.917
26,1926,NEWARK,1,439243.059
1,1927,NEWARK,7,439317.3666
2,1927,NEWARK,6,439390.8374
3,1927,NEWARK,8,439463.4687
4,1927,NEWARK,16,439535.2582
5,1927,NEWARK,20,439606.2033
6,1927,NEWARK,10,439676.3015
7,1927,NEWARK,6,439745.5503
8,1927,NEWARK,6,439813.9472
9,1927,NEWARK,13,439881.4897
10,1927,NEWARK,29,439948.1753
11,1927,NEWARK,21,440014.0015
12,1927,NEWARK,13,440078.9657
13,1927,NEWARK,15,440143.0656
14,1927,NEWARK,10,440206.2986
15,1927,NEWARK,5,440268.6621
16,1927,NEWARK,6,440330.1537
17,1927,NEWARK,1,440390.7709
18,1927,NEWARK,2,440450.5111
19,1927,NEWARK,2,440509.372
20,1927,NEWARK,5,440567.3509
21,1927,NEWARK,1,440624.4453
22,1927,NEWARK,9,440680.6529
23,1927,NEWARK,26,440735.9709
24,1927,NEWARK,37,440790.3971
25,1927,NEWARK,53,440843.9287
26,1927,NEWARK,87,440896.5635
1,1928,NEWARK,141,440948.2988
2,1928,NEWARK,228,440999.1321
3,1928,NEWARK,392,441049.0609
4,1928,NEWARK,548,441098.0828
5,1928,NEWARK,652,441146.1953
6,1928,NEWARK,808,441193.3957
7,1928,NEWARK,872,441239.6817
8,1928,NEWARK,807,441285.0507
9,1928,NEWARK,647,441329.5003
10,1928,NEWARK,500,441373.0278
11,1928,NEWARK,373,441415.6309
12,1928,NEWARK,111,441457.3069
13,1928,NEWARK,105,441498.0535
14,1928,NEWARK,62,441537.8681
15,1928,NEWARK,29,441576.7482
16,1928,NEWARK,13,441614.6913
17,1928,NEWARK,9,441651.6949
18,1928,NEWARK,2,441687.7565
19,1928,NEWARK,2,441722.8736
20,1928,NEWARK,1,441757.0437
21,1928,NEWARK,4,441790.2642
22,1928,NEWARK,3,441822.5327
23,1928,NEWARK,3,441853.8468
24,1928,NEWARK,5,441884.2037
25,1928,NEWARK,7,441913.6012
26,1928,NEWARK,14,441942.0366
1,1929,NEWARK,8,441969.5075
2,1929,NEWARK,8,441996.0114
3,1929,NEWARK,11,442021.5457
4,1929,NEWARK,28,442046.108
5,1929,NEWARK,30,442069.6958
6,1929,NEWARK,22,442092.3064
7,1929,NEWARK,20,442113.9376
8,1929,NEWARK,11,442134.5867
9,1929,NEWARK,16,442154.2512
10,1929,NEWARK,15,442172.9287
11,1929,NEWARK,9,442190.6166
12,1929,NEWARK,9,442207.3124
13,1929,NEWARK,2,442223.0137
14,1929,NEWARK,16,442237.7179
15,1929,NEWARK,12,442251.4225
16,1929,NEWARK,5,442264.125
17,1929,NEWARK,2,442275.823
18,1929,NEWARK,3,442286.5139
19,1929,NEWARK,2,442296.1952
20,1929,NEWARK,4,442304.8644
21,1929,NEWARK,5,442312.519
22,1929,NEWARK,21,442319.1565
23,1929,NEWARK,21,442324.7744
24,1929,NEWARK,38,442329.3702
25,1929,NEWARK,50,442332.9414
26,1929,NEWARK,55,442335.4855
1,1930,NEWARK,114,442337
2,1930,NEWARK,123,442337.484
3,1930,NEWARK,188,442336.9435
4,1930,NEWARK,257,442335.3859
5,1930,NEWARK,478,442332.8188
6,1930,NEWARK,459,442329.2496
7,1930,NEWARK,714,442324.686
8,1930,NEWARK,835,442319.1354
9,1930,NEWARK,877,442312.6054
10,1930,NEWARK,634,442305.1035
11,1930,NEWARK,348,442296.6372
12,1930,NEWARK,280,442287.2141
13,1930,NEWARK,180,442276.8416
14,1930,NEWARK,54,442265.5274
15,1930,NEWARK,23,442253.2789
16,1930,NEWARK,8,442240.1037
17,1930,NEWARK,4,442226.0092
18,1930,NEWARK,2,442211.0031
19,1930,NEWARK,1,442195.0928
20,1930,NEWARK,5,442178.2859
21,1930,NEWARK,4,442160.5899
22,1930,NEWARK,3,442142.0123
23,1930,NEWARK,10,442122.5606
24,1930,NEWARK,7,442102.2425
25,1930,NEWARK,4,442081.0653
26,1930,NEWARK,0,442059.0366
1,1931,NEWARK,7,442036.1641
2,1931,NEWARK,11,442012.4551
3,1931,NEWARK,9,441987.9172
4,1931,NEWARK,9,441962.5579
5,1931,NEWARK,12,441936.3849
6,1931,NEWARK,25,441909.4055
7,1931,NEWARK,59,441881.6273
8,1931,NEWARK,57,441853.0579
9,1931,NEWARK,73,441823.7047
10,1931,NEWARK,62,441793.5754
11,1931,NEWARK,48,441762.6774
12,1931,NEWARK,40,441731.0182
13,1931,NEWARK,31,441698.6054
14,1931,NEWARK,14,441665.4465
15,1931,NEWARK,21,441631.5491
16,1931,NEWARK,5,441596.9206
17,1931,NEWARK,4,441561.5686
18,1931,NEWARK,2,441525.5006
19,1931,NEWARK,5,441488.7242
20,1931,NEWARK,1,441451.2468
21,1931,NEWARK,1,441413.0761
22,1931,NEWARK,3,441374.2194
23,1931,NEWARK,1,441334.6844
24,1931,NEWARK,3,441294.4786
25,1931,NEWARK,4,441253.6094
26,1931,NEWARK,1,441212.0846
1,1932,NEWARK,2,441169.9114
2,1932,NEWARK,7,441127.0976
3,1932,NEWARK,9,441083.6505
4,1932,NEWARK,4,441039.5778
5,1932,NEWARK,16,440994.887
6,1932,NEWARK,50,440949.5855
7,1932,NEWARK,64,440903.681
8,1932,NEWARK,83,440857.1809
9,1932,NEWARK,54,440810.0928
10,1932,NEWARK,122,440762.4242
11,1932,NEWARK,185,440714.1826
12,1932,NEWARK,198,440665.3756
13,1932,NEWARK,188,440616.0106
14,1932,NEWARK,115,440566.0953
15,1932,NEWARK,81,440515.637
16,1932,NEWARK,34,440464.6435
17,1932,NEWARK,24,440413.1221
18,1932,NEWARK,10,440361.0805
19,1932,NEWARK,9,440308.526
20,1932,NEWARK,7,440255.4664
21,1932,NEWARK,4,440201.9091
22,1932,NEWARK,26,440147.8615
23,1932,NEWARK,59,440093.3313
24,1932,NEWARK,69,440038.326
25,1932,NEWARK,85,439982.8531
26,1932,NEWARK,95,439926.9202
1,1933,NEWARK,212,439870.5346
2,1933,NEWARK,265,439813.7041
3,1933,NEWARK,431,439756.4361
4,1933,NEWARK,664,439698.7381
5,1933,NEWARK,875,439640.6177
6,1933,NEWARK,1110,439582.0823
7,1933,NEWARK,1230,439523.1396
8,1933,NEWARK,930,439463.797
9,1933,NEWARK,689,439404.0621
10,1933,NEWARK,434,439343.9424
11,1933,NEWARK,267,439283.4455
12,1933,NEWARK,137,439222.5787
13,1933,NEWARK,77,439161.3498
14,1933,NEWARK,32,439099.7661
15,1933,NEWARK,11,439037.8353
16,1933,NEWARK,7,438975.5649
17,1933,NEWARK,2,438912.9623
18,1933,NEWARK,1,438850.0352
19,1933,NEWARK,3,438786.791
20,1933,NEWARK,3,438723.2372
21,1933,NEWARK,2,438659.3815
22,1933,NEWARK,2,438595.2312
23,1933,NEWARK,6,438530.7941
24,1933,NEWARK,5,438466.0774
25,1933,NEWARK,6,438401.0889
26,1933,NEWARK,3,438335.8361
1,1934,NEWARK,8,438270.3263
2,1934,NEWARK,4,438204.5673
3,1934,NEWARK,7,438138.5665
4,1934,NEWARK,8,438072.3314
5,1934,NEWARK,9,438005.8695
6,1934,NEWARK,12,437939.1885
7,1934,NEWARK,14,437872.2958
8,1934,NEWARK,28,437805.1989
9,1934,NEWARK,53,437737.9054
10,1934,NEWARK,77,437670.4228
11,1934,NEWARK,94,437602.7586
12,1934,NEWARK,73,437534.9203
13,1934,NEWARK,26,437466.9156
14,1934,NEWARK,24,437398.7518
15,1934,NEWARK,14,437330.4366
16,1934,NEWARK,10,437261.9774
17,1934,NEWARK,7,437193.3818
18,1934,NEWARK,4,437124.6574
19,1934,NEWARK,3,437055.8115
20,1934,NEWARK,2,436986.8519
21,1934,NEWARK,1,436917.7859
22,1934,NEWARK,2,436848.6211
23,1934,NEWARK,2,436779.3651
24,1934,NEWARK,6,436710.0254
25,1934,NEWARK,8,436640.6095
26,1934,NEWARK,7,436571.1249
1,1935,NEWARK,2,436501.5791
2,1935,NEWARK,10,436431.9797
3,1935,NEWARK,45,436362.3343
4,1935,NEWARK,266,436292.6503
5,1935,NEWARK,356,436222.9352
6,1935,NEWARK,509,436153.1966
7,1935,NEWARK,623,436083.4421
8,1935,NEWARK,914,436013.679
9,1935,NEWARK,1094,435943.9151
10,1935,NEWARK,1055,435874.1577
11,1935,NEWARK,878,435804.4145
12,1935,NEWARK,655,435734.6929
13,1935,NEWARK,341,435665.0005
14,1935,NEWARK,167,435595.3448
15,1935,NEWARK,46,435525.7334
16,1935,NEWARK,7,435456.1737
17,1935,NEWARK,6,435386.6732
18,1935,NEWARK,4,435317.2396
19,1935,NEWARK,1,435247.8803
20,1935,NEWARK,1,435178.6029
21,1935,NEWARK,2,435109.4149
22,1935,NEWARK,4,435040.3238
23,1935,NEWARK,3,434971.3372
24,1935,NEWARK,2,434902.4625
25,1935,NEWARK,1,434833.7073
26,1935,NEWARK,3,434765.0792
1,1936,NEWARK,8,434696.5856
2,1936,NEWARK,4,434628.234
3,1936,NEWARK,6,434560.0321
4,1936,NEWARK,9,434491.9873
5,1936,NEWARK,7,434424.1072
6,1936,NEWARK,11,434356.3993
7,1936,NEWARK,10,434288.8711
8,1936,NEWARK,10,434221.5301
9,1936,NEWARK,23,434154.3839
10,1936,NEWARK,30,434087.44
11,1936,NEWARK,29,434020.7059
12,1936,NEWARK,47,433954.1892
13,1936,NEWARK,50,433887.8973
14,1936,NEWARK,36,433821.8378
15,1936,NEWARK,49,433756.0183
16,1936,NEWARK,19,433690.4462
17,1936,NEWARK,8,433625.1291
18,1936,NEWARK,2,433560.0746
19,1936,NEWARK,0,433495.29
20,1936,NEWARK,2,433430.783
21,1936,NEWARK,2,433366.5612
22,1936,NEWARK,0,433302.6319
23,1936,NEWARK,1,433239.0028
24,1936,NEWARK,10,433175.6813
25,1936,NEWARK,40,433112.6751
26,1936,NEWARK,154,433049.9915
1,1937,NEWARK,299,432987.6383
2,1937,NEWARK,371,432925.6228
3,1937,NEWARK,581,432863.9526
4,1937,NEWARK,949,432802.6352
5,1937,NEWARK,1417,432741.6782
6,1937,NEWARK,1699,432681.0891
7,1937,NEWARK,NA,432620.8754
8,1937,NEWARK,1180,432561.0447
9,1937,NEWARK,660,432501.6044
10,1937,NEWARK,328,432442.5621
11,1937,NEWARK,150,432383.9253
12,1937,NEWARK,49,432325.7016
13,1937,NEWARK,24,432267.8985
14,1937,NEWARK,9,432210.5234
15,1937,NEWARK,14,432153.584
16,1937,NEWARK,4,432097.0877
17,1937,NEWARK,3,432041.0422
18,1937,NEWARK,5,431985.4548
19,1937,NEWARK,4,431930.3332
20,1937,NEWARK,3,431875.6848
21,1937,NEWARK,0,431821.5172
22,1937,NEWARK,4,431767.8379
23,1937,NEWARK,4,431714.6545
24,1937,NEWARK,8,431661.9745
25,1937,NEWARK,8,431609.8053
26,1937,NEWARK,5,431558.1546
1,1938,NEWARK,5,431507.0298
2,1938,NEWARK,19,431456.4385
3,1938,NEWARK,26,431406.3883
4,1938,NEWARK,36,431356.8865
5,1938,NEWARK,25,431307.9408
6,1938,NEWARK,48,431259.5587
7,1938,NEWARK,31,431211.7477
8,1938,NEWARK,36,431164.5153
9,1938,NEWARK,24,431117.8692
10,1938,NEWARK,14,431071.8167
11,1938,NEWARK,35,431026.3654
12,1938,NEWARK,22,430981.5229
13,1938,NEWARK,18,430937.2966
14,1938,NEWARK,7,430893.6941
15,1938,NEWARK,7,430850.723
16,1938,NEWARK,4,430808.3907
17,1938,NEWARK,4,430766.7049
18,1938,NEWARK,4,430725.6729
19,1938,NEWARK,8,430685.3023
20,1938,NEWARK,4,430645.6008
21,1938,NEWARK,3,430606.5757
22,1938,NEWARK,5,430568.2346
23,1938,NEWARK,4,430530.5851
24,1938,NEWARK,4,430493.6346
25,1938,NEWARK,11,430457.3907
26,1938,NEWARK,10,430421.861
1,1939,NEWARK,5,430387.0529
2,1939,NEWARK,12,430352.974
3,1939,NEWARK,8,430319.6318
4,1939,NEWARK,6,430287.0338
5,1939,NEWARK,9,430255.1876
6,1939,NEWARK,9,430224.1006
7,1939,NEWARK,16,430193.7805
8,1939,NEWARK,13,430164.2347
9,1939,NEWARK,9,430135.4708
10,1939,NEWARK,10,430107.4963
11,1939,NEWARK,2,430080.3187
12,1939,NEWARK,5,430053.9455
13,1939,NEWARK,3,430028.3843
14,1939,NEWARK,8,430003.6426
15,1939,NEWARK,3,429979.728
16,1939,NEWARK,5,429956.6479
17,1939,NEWARK,2,429934.4099
18,1939,NEWARK,3,429913.0214
19,1939,NEWARK,1,429892.4902
20,1939,NEWARK,3,429872.8235
21,1939,NEWARK,8,429854.0291
22,1939,NEWARK,1,429836.1144
23,1939,NEWARK,5,429819.0869
24,1939,NEWARK,4,429802.9542
25,1939,NEWARK,5,429787.7238
26,1939,NEWARK,6,429773.4032
1,1940,NEWARK,3,429760
2,1940,NEWARK,8,429747.5193
3,1940,NEWARK,21,429735.9571
4,1940,NEWARK,41,429725.3068
5,1940,NEWARK,139,429715.5621
6,1940,NEWARK,258,429706.7164
7,1940,NEWARK,467,429698.7635
8,1940,NEWARK,569,429691.6967
9,1940,NEWARK,866,429685.5097
10,1940,NEWARK,878,429680.196
11,1940,NEWARK,968,429675.7491
12,1940,NEWARK,987,429672.1627
13,1940,NEWARK,691,429669.4303
14,1940,NEWARK,362,429667.5454
15,1940,NEWARK,166,429666.5016
16,1940,NEWARK,86,429666.2925
17,1940,NEWARK,53,429666.9115
18,1940,NEWARK,20,429668.3523
19,1940,NEWARK,19,429670.6085
20,1940,NEWARK,17,429673.6734
21,1940,NEWARK,20,429677.5408
22,1940,NEWARK,8,429682.2042
23,1940,NEWARK,20,429687.6571
24,1940,NEWARK,25,429693.8931
25,1940,NEWARK,76,429700.9057
26,1940,NEWARK,109,429708.6885
1,1941,NEWARK,198,429717.2351
2,1941,NEWARK,244,429726.539
3,1941,NEWARK,242,429736.5937
4,1941,NEWARK,402,429747.3929
5,1941,NEWARK,508,429758.93
6,1941,NEWARK,671,429771.1986
7,1941,NEWARK,476,429784.1923
8,1941,NEWARK,370,429797.9047
9,1941,NEWARK,296,429812.3292
10,1941,NEWARK,206,429827.4595
11,1941,NEWARK,157,429843.289
12,1941,NEWARK,116,429859.8115
13,1941,NEWARK,79,429877.0203
14,1941,NEWARK,45,429894.9091
15,1941,NEWARK,27,429913.4714
16,1941,NEWARK,18,429932.7008
17,1941,NEWARK,3,429952.5908
18,1941,NEWARK,7,429973.135
19,1941,NEWARK,4,429994.3269
20,1941,NEWARK,6,430016.1602
21,1941,NEWARK,5,430038.6282
22,1941,NEWARK,4,430061.7247
23,1941,NEWARK,6,430085.4431
24,1941,NEWARK,5,430109.7771
25,1941,NEWARK,11,430134.7201
26,1941,NEWARK,46,430160.2657
1,1942,NEWARK,74,430186.4075
2,1942,NEWARK,65,430213.139
3,1942,NEWARK,42,430240.4538
4,1942,NEWARK,80,430268.3455
5,1942,NEWARK,138,430296.8075
6,1942,NEWARK,238,430325.8335
7,1942,NEWARK,420,430355.417
8,1942,NEWARK,504,430385.5516
9,1942,NEWARK,636,430416.2308
10,1942,NEWARK,714,430447.4481
11,1942,NEWARK,486,430479.1972
12,1942,NEWARK,330,430511.4716
13,1942,NEWARK,129,430544.2648
14,1942,NEWARK,74,430577.5703
15,1942,NEWARK,34,430611.3818
16,1942,NEWARK,11,430645.6929
17,1942,NEWARK,26,430680.4969
18,1942,NEWARK,7,430715.7876
19,1942,NEWARK,7,430751.5585
20,1942,NEWARK,13,430787.803
21,1942,NEWARK,15,430824.5149
22,1942,NEWARK,7,430861.6875
23,1942,NEWARK,12,430899.3146
24,1942,NEWARK,3,430937.3896
25,1942,NEWARK,11,430975.9061
26,1942,NEWARK,38,431014.8576
1,1943,NEWARK,67,431054.2377
2,1943,NEWARK,31,431094.04
3,1943,NEWARK,32,431134.258
4,1943,NEWARK,50,431174.8853
5,1943,NEWARK,184,431215.9154
6,1943,NEWARK,301,431257.3418
7,1943,NEWARK,503,431299.1582
8,1943,NEWARK,682,431341.3581
9,1943,NEWARK,783,431383.935
10,1943,NEWARK,710,431426.8826
11,1943,NEWARK,677,431470.1942
12,1943,NEWARK,429,431513.8636
13,1943,NEWARK,256,431557.8843
14,1943,NEWARK,114,431602.2497
15,1943,NEWARK,63,431646.9536
16,1943,NEWARK,28,431691.9893
17,1943,NEWARK,19,431737.3505
18,1943,NEWARK,11,431783.0308
19,1943,NEWARK,2,431829.0237
20,1943,NEWARK,1,431875.3227
21,1943,NEWARK,4,431921.9214
22,1943,NEWARK,6,431968.8134
23,1943,NEWARK,12,432015.9921
24,1943,NEWARK,6,432063.4513
25,1943,NEWARK,7,432111.1843
26,1943,NEWARK,11,432159.1849
1,1944,NEWARK,33,432207.4464
2,1944,NEWARK,62,432255.9626
3,1944,NEWARK,70,432304.7268
4,1944,NEWARK,118,432353.7328
5,1944,NEWARK,134,432402.9741
6,1944,NEWARK,236,432452.4441
7,1944,NEWARK,398,432502.1365
8,1944,NEWARK,555,432552.0448
9,1944,NEWARK,450,432602.1626
10,1944,NEWARK,436,432652.4834
11,1944,NEWARK,279,432703.0007
12,1944,NEWARK,184,432753.7082
13,1944,NEWARK,101,432804.5994
14,1944,NEWARK,33,432855.6679
15,1944,NEWARK,28,432906.9071
16,1944,NEWARK,10,432958.3107
17,1944,NEWARK,6,433009.8722
18,1944,NEWARK,1,433061.5852
19,1944,NEWARK,3,433113.4431
20,1944,NEWARK,4,433165.4397
21,1944,NEWARK,2,433217.5684
22,1944,NEWARK,6,433269.8227
23,1944,NEWARK,3,433322.1963
24,1944,NEWARK,5,433374.6827
25,1944,NEWARK,3,433427.2755
26,1944,NEWARK,4,433479.9681
1,1945,NEWARK,3,433532.7542
2,1945,NEWARK,3,433585.6273
3,1945,NEWARK,9,433638.581
4,1945,NEWARK,15,433691.6088
5,1945,NEWARK,12,433744.7042
6,1945,NEWARK,14,433797.8609
7,1945,NEWARK,10,433851.0724
8,1945,NEWARK,9,433904.3322
9,1945,NEWARK,15,433957.6339
10,1945,NEWARK,9,434010.9711
11,1945,NEWARK,5,434064.3373
12,1945,NEWARK,12,434117.726
13,1945,NEWARK,6,434171.1309
14,1945,NEWARK,6,434224.5454
15,1945,NEWARK,6,434277.9631
16,1945,NEWARK,3,434331.3777
17,1945,NEWARK,3,434384.7825
18,1945,NEWARK,2,434438.1713
19,1945,NEWARK,6,434491.5375
20,1945,NEWARK,7,434544.8747
21,1945,NEWARK,2,434598.1764
22,1945,NEWARK,8,434651.4363
23,1945,NEWARK,5,434704.6478
24,1945,NEWARK,5,434757.8045
25,1945,NEWARK,6,434810.9
26,1945,NEWARK,5,434863.9279
1,1946,NEWARK,9,434916.8816
2,1946,NEWARK,18,434969.7548
3,1946,NEWARK,123,435022.5409
4,1946,NEWARK,473,435075.2336
5,1946,NEWARK,1363,435127.8264
6,1946,NEWARK,1679,435180.3129
7,1946,NEWARK,2326,435232.6866
8,1946,NEWARK,2153,435284.941
9,1946,NEWARK,1514,435337.0698
10,1946,NEWARK,869,435389.0664
11,1946,NEWARK,439,435440.9245
12,1946,NEWARK,241,435492.6376
13,1946,NEWARK,77,435544.1992
14,1946,NEWARK,49,435595.6029
15,1946,NEWARK,13,435646.8422
16,1946,NEWARK,9,435697.9108
17,1946,NEWARK,5,435748.8021
18,1946,NEWARK,6,435799.5098
19,1946,NEWARK,2,435850.0273
20,1946,NEWARK,2,435900.3482
21,1946,NEWARK,4,435950.4661
22,1946,NEWARK,4,436000.3746
23,1946,NEWARK,2,436050.0671
24,1946,NEWARK,5,436099.5373
25,1946,NEWARK,11,436148.7787
26,1946,NEWARK,4,436197.7849
1,1947,NEWARK,8,436246.5493
2,1947,NEWARK,5,436295.0656
3,1947,NEWARK,9,436343.3274
4,1947,NEWARK,6,436391.3281
5,1947,NEWARK,8,436439.0613
6,1947,NEWARK,21,436486.5207
7,1947,NEWARK,38,436533.6996
8,1947,NEWARK,48,436580.5918
9,1947,NEWARK,61,436627.1907
10,1947,NEWARK,29,436673.4899
11,1947,NEWARK,14,436719.483
12,1947,NEWARK,40,436765.1635
13,1947,NEWARK,50,436810.525
14,1947,NEWARK,26,436855.5609
15,1947,NEWARK,22,436900.265
16,1947,NEWARK,14,436944.6307
17,1947,NEWARK,12,436988.6516
18,1947,NEWARK,6,437032.3212
19,1947,NEWARK,6,437075.6331
20,1947,NEWARK,7,437118.5809
21,1947,NEWARK,3,437161.1581
22,1947,NEWARK,4,437203.3583
23,1947,NEWARK,5,437245.1749
24,1947,NEWARK,6,437286.6017
25,1947,NEWARK,10,437327.632
26,1947,NEWARK,9,437368.2596
1,1948,NEWARK,31,437408.4779
2,1948,NEWARK,55,437448.2805
3,1948,NEWARK,85,437487.6609
4,1948,NEWARK,107,437526.6127
5,1948,NEWARK,164,437565.1295
6,1948,NEWARK,233,437603.2048
7,1948,NEWARK,319,437640.8322
8,1948,NEWARK,424,437678.0051
9,1948,NEWARK,602,437714.7173
10,1948,NEWARK,873,437750.9622
11,1948,NEWARK,978,437786.7334
12,1948,NEWARK,946,437822.0244
13,1948,NEWARK,585,437856.8288
14,1948,NEWARK,NA,437891.1402
15,1948,NEWARK,NA,437924.952
16,1948,NEWARK,NA,437958.258
17,1948,NEWARK,NA,437991.0515
18,1948,NEWARK,NA,438023.3262
19,1948,NEWARK,NA,438055.0757
20,1948,NEWARK,NA,438086.2934
21,1948,NEWARK,NA,438116.973
22,1948,NEWARK,NA,438147.1079
23,1948,NEWARK,NA,438176.6918
24,1948,NEWARK,NA,438205.7182
25,1948,NEWARK,NA,438234.1806
26,1948,NEWARK,NA,438262.0727
1,1906,PHILADELPHIA,NA,1443449.995
2,1906,PHILADELPHIA,NA,1444426.17
3,1906,PHILADELPHIA,NA,1445402.884
4,1906,PHILADELPHIA,NA,1446380.143
5,1906,PHILADELPHIA,NA,1447357.954
6,1906,PHILADELPHIA,NA,1448336.323
7,1906,PHILADELPHIA,NA,1449315.256
8,1906,PHILADELPHIA,NA,1450294.759
9,1906,PHILADELPHIA,NA,1451274.839
10,1906,PHILADELPHIA,NA,1452255.503
11,1906,PHILADELPHIA,NA,1453236.755
12,1906,PHILADELPHIA,NA,1454218.604
13,1906,PHILADELPHIA,NA,1455201.055
14,1906,PHILADELPHIA,NA,1456184.114
15,1906,PHILADELPHIA,NA,1457167.787
16,1906,PHILADELPHIA,NA,1458152.082
17,1906,PHILADELPHIA,NA,1459137.004
18,1906,PHILADELPHIA,NA,1460122.56
19,1906,PHILADELPHIA,18,1461108.755
20,1906,PHILADELPHIA,15,1462095.597
21,1906,PHILADELPHIA,36,1463083.091
22,1906,PHILADELPHIA,50,1464071.245
23,1906,PHILADELPHIA,79,1465060.063
24,1906,PHILADELPHIA,88,1466049.553
25,1906,PHILADELPHIA,74,1467039.72
26,1906,PHILADELPHIA,43,1468030.572
1,1907,PHILADELPHIA,39,1469022.114
2,1907,PHILADELPHIA,68,1470014.353
3,1907,PHILADELPHIA,57,1471007.295
4,1907,PHILADELPHIA,46,1472000.946
5,1907,PHILADELPHIA,84,1472995.313
6,1907,PHILADELPHIA,111,1473990.402
7,1907,PHILADELPHIA,88,1474986.219
8,1907,PHILADELPHIA,111,1475982.771
9,1907,PHILADELPHIA,122,1476980.063
10,1907,PHILADELPHIA,159,1477978.103
11,1907,PHILADELPHIA,138,1478976.896
12,1907,PHILADELPHIA,110,1479976.449
13,1907,PHILADELPHIA,112,1480976.769
14,1907,PHILADELPHIA,96,1481977.86
15,1907,PHILADELPHIA,57,1482979.731
16,1907,PHILADELPHIA,22,1483982.386
17,1907,PHILADELPHIA,15,1484985.833
18,1907,PHILADELPHIA,17,1485990.078
19,1907,PHILADELPHIA,12,1486995.126
20,1907,PHILADELPHIA,10,1488000.985
21,1907,PHILADELPHIA,21,1489007.66
22,1907,PHILADELPHIA,30,1490015.159
23,1907,PHILADELPHIA,38,1491023.486
24,1907,PHILADELPHIA,62,1492032.65
25,1907,PHILADELPHIA,68,1493042.655
26,1907,PHILADELPHIA,108,1494053.508
1,1908,PHILADELPHIA,122,1495065.215
2,1908,PHILADELPHIA,197,1496077.784
3,1908,PHILADELPHIA,267,1497091.219
4,1908,PHILADELPHIA,340,1498105.528
5,1908,PHILADELPHIA,437,1499120.717
6,1908,PHILADELPHIA,514,1500136.792
7,1908,PHILADELPHIA,635,1501153.759
8,1908,PHILADELPHIA,738,1502171.624
