TaxID;Order;Family;Genus;Scientific_name;AdultBodyMass_g;Sources_AdultBodyMass;Max_longevity_d;Sources_Max_longevity;Rspan_d;AFR_d;Data_AFR;Calculated_GL_d;GenerationLength_d;Sources_GL
19998;Rodentia;Sciuridae;Sciurotamias;Sciurotamias davidianus;433.51;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;1384.1212625;Mean_family_same_body_mass
19999;Rodentia;Sciuridae;Sciurotamias;Sciurotamias forresti;433.51;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;1384.1212625;Mean_family_same_body_mass
7781;Rodentia;Sciuridae;Eoglaucomys;Eoglaucomys fimbriatus;510;PanTHERIA;no information;no information;no information;no information;no information;no information;1384.1212625;Mean_family_same_body_mass
7899;Rodentia;Sciuridae;Epixerus;Epixerus ebii;520.96;PanTHERIA;no information;no information;no information;no information;no information;no information;1384.1212625;Mean_family_same_body_mass
10604;Rodentia;Sciuridae;Hylopetes;Hylopetes nigripes;534;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;1384.1212625;Mean_family_same_body_mass
2756;Rodentia;Sciuridae;Belomys;Belomys pearsonii;590.0703713272;Mean_confamilials;no information;no information;no information;no information;no information;no information;1384.1212625;Mean_family_same_body_mass
9283;Rodentia;Sciuridae;Glyphotes;Glyphotes simus;590.0703713272;Mean_confamilials;no information;no information;no information;no information;no information;no information;1384.1212625;Mean_family_same_body_mass
20471;Rodentia;Sciuridae;Spermophilopsis;Spermophilopsis leptodactylus;600;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;1384.1212625;Mean_family_same_body_mass
18386;Rodentia;Sciuridae;Protoxerus;Protoxerus stangeri;630.43;PanTHERIA;1861.5;PanTHERIA;no information;no information;no information;no information;1384.1212625;Mean_family_same_body_mass
16202;Rodentia;Sciuridae;Paraxerus;Paraxerus vexillarius;675;PanTHERIA;no information;no information;no information;no information;no information;no information;1384.1212625;Mean_family_same_body_mass
19762;Rodentia;Sciuridae;Rubrisciurus;Rubrisciurus rubriventer;685;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;1384.1212625;Mean_family_same_body_mass
16208;Rodentia;Sciuridae;Paraxerus;Paraxerus lucifer;692.45;PanTHERIA;no information;no information;no information;no information;no information;no information;1384.1212625;Mean_family_same_body_mass
16734;Rodentia;Sciuridae;Petinomys;Petinomys fuscocapillus;794.5;PanTHERIA;no information;no information;no information;no information;no information;no information;1384.1212625;Mean_family_same_body_mass
21312;Chiroptera;Molossidae;Tadarida;Tadarida aegyptiaca;17.63;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
13838;Chiroptera;Molossidae;Tadarida;Tadarida condylura;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
4305;Chiroptera;Molossidae;Tadarida;Tadarida aloysiisabaudiae;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
4306;Chiroptera;Molossidae;Tadarida;Tadarida ansorgei;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
4307;Chiroptera;Molossidae;Tadarida;Tadarida bemmeleni;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
4308;Chiroptera;Molossidae;Tadarida;Tadarida bivittata;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
4309;Chiroptera;Molossidae;Tadarida;Tadarida bregullae;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
4310;Chiroptera;Molossidae;Tadarida;Tadarida chapini;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
4311;Chiroptera;Molossidae;Tadarida;Tadarida gallagheri;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
4312;Chiroptera;Molossidae;Tadarida;Tadarida jobensis;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
4313;Chiroptera;Molossidae;Tadarida;Tadarida johorensis;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
4314;Chiroptera;Molossidae;Tadarida;Tadarida major;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
4315;Chiroptera;Molossidae;Tadarida;Tadarida nigeriae;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
4316;Chiroptera;Molossidae;Tadarida;Tadarida plicata;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
4319;Chiroptera;Molossidae;Tadarida;Tadarida russata;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
4320;Chiroptera;Molossidae;Tadarida;Tadarida solomonis;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
4321;Chiroptera;Molossidae;Tadarida;Tadarida tomensis;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
13837;Chiroptera;Molossidae;Tadarida;Tadarida brachyptera;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
13839;Chiroptera;Molossidae;Tadarida;Tadarida congica;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
13840;Chiroptera;Molossidae;Tadarida;Tadarida demonstrator;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
13841;Chiroptera;Molossidae;Tadarida;Tadarida midas;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
13842;Chiroptera;Molossidae;Tadarida;Tadarida mops;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
13843;Chiroptera;Molossidae;Tadarida;Tadarida nanula;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
13844;Chiroptera;Molossidae;Tadarida;Tadarida niangarae;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
13845;Chiroptera;Molossidae;Tadarida;Tadarida niveiventer;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
13847;Chiroptera;Molossidae;Tadarida;Tadarida sarasinorum;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
13848;Chiroptera;Molossidae;Tadarida;Tadarida spurrelli;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
13849;Chiroptera;Molossidae;Tadarida;Tadarida thersites;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
13850;Chiroptera;Molossidae;Tadarida;Tadarida trevori;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
21317;Chiroptera;Molossidae;Tadarida;Tadarida lobata;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
21318;Chiroptera;Molossidae;Tadarida;Tadarida ventralis;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
40024;Chiroptera;Molossidae;Tadarida;Tadarida leucostigma;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
40036;Chiroptera;Molossidae;Tadarida;Tadarida latouchei;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
136393;Chiroptera;Molossidae;Tadarida;Tadarida jobimena;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
136716;Chiroptera;Molossidae;Tadarida;Tadarida insignis;25.9;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
136201;Chiroptera;Molossidae;Tadarida;Tadarida kuboriensis;26.8;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
21311;Chiroptera;Molossidae;Tadarida;Tadarida teniotis;28.07;PanTHERIA;4745;AnAge;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
21316;Chiroptera;Molossidae;Tadarida;Tadarida fulminans;33.89;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
21313;Chiroptera;Molossidae;Tadarida;Tadarida australis;36.4;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_congenerics_same_body_mass
13643;Chiroptera;Molossidae;Molossops;Molossops temminckii;5.86;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family
13638;Chiroptera;Molossidae;Molossops;Molossops aequatorianus;6.67;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family
13641;Chiroptera;Molossidae;Molossops;Molossops neglectus;6.67;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family
136832;Chiroptera;Molossidae;Mormopterus;Mormopterus loriae;7;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family
13640;Chiroptera;Molossidae;Molossops;Molossops mattogrossensis;7.48;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family
13885;Chiroptera;Molossidae;Mormopterus;Mormopterus norfolkensis;8;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family
13888;Chiroptera;Molossidae;Mormopterus;Mormopterus planiceps;9.24;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family
4600;Chiroptera;Molossidae;Cheiromeles;Cheiromeles parvidens;169.43;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family
4601;Chiroptera;Molossidae;Cheiromeles;Cheiromeles torquatus;169.43;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family
13879;Chiroptera;Molossidae;Mormopterus;Mormopterus acetabulosus;10.02;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
13881;Chiroptera;Molossidae;Mormopterus;Mormopterus doriae;10.02;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
13883;Chiroptera;Molossidae;Mormopterus;Mormopterus kalinowskii;10.02;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
13884;Chiroptera;Molossidae;Mormopterus;Mormopterus minutus;10.02;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
13887;Chiroptera;Molossidae;Mormopterus;Mormopterus phrudus;10.02;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
14102;Chiroptera;Molossidae;Myopterus;Myopterus daubentonii;11.55;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
14103;Chiroptera;Molossidae;Myopterus;Myopterus whitleyi;11.55;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
13882;Chiroptera;Molossidae;Mormopterus;Mormopterus jugularis;11.56;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
136605;Chiroptera;Molossidae;Cynomops;Cynomops paranus;12.16;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
8242;Chiroptera;Molossidae;Eumops;Eumops bonariensis;12.22;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
13642;Chiroptera;Molossidae;Cynomops;Cynomops planirostris;12.84;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
14995;Chiroptera;Molossidae;Nyctinomops;Nyctinomops laticaudatus;13.12;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
13648;Chiroptera;Molossidae;Molossus;Molossus molossus;13.7;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
44693;Chiroptera;Molossidae;Sauromys;Sauromys petrophilus;14.25;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
13880;Chiroptera;Molossidae;Mormopterus;Mormopterus beccarii;14.3;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
13645;Chiroptera;Molossidae;Molossus;Molossus aztecus;14.86;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
14994;Chiroptera;Molossidae;Nyctinomops;Nyctinomops femorosaccus;15.04;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
8245;Chiroptera;Molossidae;Eumops;Eumops hansae;15.47;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
18341;Chiroptera;Molossidae;Promops;Promops nasutus;15.5;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
13639;Chiroptera;Molossidae;Cynomops;Cynomops greenhalli;15.87;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
14996;Chiroptera;Molossidae;Nyctinomops;Nyctinomops macrotis;16.38;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
13646;Chiroptera;Molossidae;Molossus;Molossus currentium;17.79;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
14993;Chiroptera;Molossidae;Nyctinomops;Nyctinomops aurispinosus;18.43;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
136611;Chiroptera;Molossidae;Cynomops;Cynomops mexicanus;19.065;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
13650;Chiroptera;Molossidae;Molossus;Molossus sinaloae;21.09;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
21982;Chiroptera;Molossidae;Tomopeas;Tomopeas ravus;27.8244795918;Mean_confamilials;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
44692;Chiroptera;Molossidae;Platymops;Platymops setiger;27.8244795918;Mean_confamilials;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
8241;Chiroptera;Molossidae;Eumops;Eumops auripendulus;28.49;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
18340;Chiroptera;Molossidae;Promops;Promops centralis;29.8;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
13644;Chiroptera;Molossidae;Molossus;Molossus rufus;33.088;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
13647;Chiroptera;Molossidae;Molossus;Molossus coibensis;33.088;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
136329;Chiroptera;Molossidae;Molossus;Molossus barnesi;33.088;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
15645;Chiroptera;Molossidae;Otomops;Otomops formosus;34.92;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
15646;Chiroptera;Molossidae;Otomops;Otomops wroughtoni;34.92;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
15647;Chiroptera;Molossidae;Otomops;Otomops johnstonei;34.92;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
15649;Chiroptera;Molossidae;Otomops;Otomops papuensis;34.92;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
15650;Chiroptera;Molossidae;Otomops;Otomops secundus;34.92;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
136564;Chiroptera;Molossidae;Otomops;Otomops madagascariensis;34.92;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
15648;Chiroptera;Molossidae;Otomops;Otomops martiensseni;34.92;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
13637;Chiroptera;Molossidae;Cynomops;Cynomops abrasus;35.39;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
8244;Chiroptera;Molossidae;Eumops;Eumops glaucinus;36.2;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
8246;Chiroptera;Molossidae;Eumops;Eumops maurus;38.47;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
136433;Chiroptera;Molossidae;Eumops;Eumops floridanus;38.47;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
136809;Chiroptera;Molossidae;Eumops;Eumops trumbulli;38.47;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
136825;Chiroptera;Molossidae;Eumops;Eumops patagonicus;38.47;Mean_congenerics;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
8247;Chiroptera;Molossidae;Eumops;Eumops perotis;50.97;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
8248;Chiroptera;Molossidae;Eumops;Eumops underwoodi;58.67;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
8243;Chiroptera;Molossidae;Eumops;Eumops dabbenei;67.27;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
13649;Chiroptera;Molossidae;Molossus;Molossus pretiosus;98;PanTHERIA;no information;no information;no information;no information;no information;no information;1427.9133166667;Mean_family_same_body_mass
21378;Rodentia;Sciuridae;Tamiasciurus;Tamiasciurus mearnsi;200;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;1453.76635;Mean_congenerics_same_body_mass
42586;Rodentia;Sciuridae;Tamiasciurus;Tamiasciurus douglasii;225;PanTHERIA;no information;no information;no information;no information;no information;no information;1453.76635;Mean_congenerics_same_body_mass
41497;Scandentia;Tupaiidae;Tupaia;Tupaia minor;70;PanTHERIA;4453;AnAge;no information;no information;no information;no information;1458.084583343;Mean_congenerics
41496;Scandentia;Tupaiidae;Tupaia;Tupaia javanica;105;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;1458.084583343;Mean_congenerics_same_body_mass
41495;Scandentia;Tupaiidae;Tupaia;Tupaia gracilis;111.95;PanTHERIA;no information;no information;no information;no information;no information;no information;1458.084583343;Mean_congenerics_same_body_mass
136406;Scandentia;Tupaiidae;Tupaia;Tupaia moellendorffi;154.3519285714;Mean_congenerics;no information;no information;no information;no information;no information;no information;1458.084583343;Mean_congenerics_same_body_mass
22451;Scandentia;Tupaiidae;Tupaia;Tupaia longipes;168.05;PanTHERIA;4380;PanTHERIA;no information;no information;no information;no information;1458.084583343;Mean_congenerics_same_body_mass
22455;Scandentia;Tupaiidae;Tupaia;Tupaia palawanensis;168.05;PanTHERIA;no information;no information;no information;no information;no information;no information;1458.084583343;Mean_congenerics_same_body_mass
41493;Scandentia;Tupaiidae;Tupaia;Tupaia dorsalis;168.05;PanTHERIA;no information;no information;no information;no information;no information;no information;1458.084583343;Mean_congenerics_same_body_mass
41498;Scandentia;Tupaiidae;Tupaia;Tupaia montana;168.05;PanTHERIA;no information;no information;no information;no information;no information;no information;1458.084583343;Mean_congenerics_same_body_mass
41499;Scandentia;Tupaiidae;Tupaia;Tupaia picta;168.05;PanTHERIA;no information;no information;no information;no information;no information;no information;1458.084583343;Mean_congenerics_same_body_mass
41500;Scandentia;Tupaiidae;Tupaia;Tupaia splendidula;168.05;PanTHERIA;no information;no information;no information;no information;no information;no information;1458.084583343;Mean_congenerics_same_body_mass
22454;Scandentia;Tupaiidae;Tupaia;Tupaia nicobarica;170.25;PanTHERIA;no information;no information;no information;no information;no information;no information;1458.084583343;Mean_congenerics_same_body_mass
22446;Scandentia;Tupaiidae;Tupaia;Tupaia chrysogaster;180.667;Verde Arregoitia et al. 2013;no information;no information;no information;no information;no information;no information;1458.084583343;Mean_congenerics_same_body_mass
41501;Scandentia;Tupaiidae;Tupaia;Tupaia tana;182.33;PanTHERIA;4234;AnAge;no information;no information;no information;no information;1458.084583343;Mean_congenerics_same_body_mass
41492;Scandentia;Tupaiidae;Tupaia;Tupaia belangeri;200;PanTHERIA;3850.75;"PanTHERIA;AnAge";no information;no information;no information;no information;1458.084583343;Mean_congenerics_same_body_mass
41490;Scandentia;Tupaiidae;Dendrogale;Dendrogale murina;49.99;PanTHERIA;no information;no information;no information;no information;no information;no information;1458.084583343;Mean_family
6405;Scandentia;Tupaiidae;Dendrogale;Dendrogale melanura;59.99;PanTHERIA;no information;no information;no information;no information;no information;no information;1458.084583343;Mean_family
39593;Scandentia;Tupaiidae;Anathana;Anathana ellioti;160;PanTHERIA;no information;no information;no information;no information;no information;no information;1458.084583343;Mean_family_same_body_mass
22784;Scandentia;Tupaiidae;Urogale;Urogale everetti;300.79;PanTHERIA;4197.5;"PanTHERIA;AnAge";no information;no information;no information;no information;1458.084583343;Mean_family_same_body_mass
41491;Scandentia;Ptilocercidae;Ptilocercus;Ptilocercus lowii;42.5;PanTHERIA;985.5;PanTHERIA;no information;no information;no information;no information;1458.084583343;Mean_order
140;Chiroptera;Pteropodidae;Acerodon;Acerodon leucotis;646.6033333333;Mean_congenerics;no information;no information;no information;no information;no information;no information;1460;GMA
4368;Cingulata;Dasypodidae;Chaetophractus;Chaetophractus vellerosus;930.16;PanTHERIA;5913;AnAge;no information;no information;no information;no information;1460;GMA
6288;Cingulata;Dasypodidae;Dasypus;Dasypus hybridus;1500;PanTHERIA;no information;no information;no information;no information;no information;no information;1460;GMA
4367;Cingulata;Dasypodidae;Chaetophractus;Chaetophractus nationi;2110.04;PanTHERIA;no information;no information;no information;no information;no information;no information;1460;GMA
16710;Peramelemorphia;Peramelidae;Peroryctes;Peroryctes broadbenti;4800;PanTHERIA;no information;no information;no information;no information;no information;no information;1460;GMA
4703;Cingulata;Dasypodidae;Calyptophractus;Calyptophractus retusus;129.99;PanTHERIA;4380;PanTHERIA;no information;no information;no information;no information;1460;Mean_family_same_body_mass
6927;Carnivora;Canidae;Lycalopex;Pseudalopex griseus;3000;Smith et al. 2003;3814.25;"AnAge; Carn_ung";no information;no information;no information;no information;1542.0564167034;Mean_congenerics_same_body_mass
2538;Chiroptera;Pteropodidae;Balionycteris;Balionycteris maculata;14.43;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
136541;Chiroptera;Pteropodidae;Aethalops;Aethalops aequalis;15;Mean_congenerics;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
565;Chiroptera;Pteropodidae;Aethalops;Aethalops alecto;15;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
843;Chiroptera;Pteropodidae;Alionycteris;Alionycteris paucidentata;16.24;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
12594;Chiroptera;Pteropodidae;Macroglossus;Macroglossus minimus;16.3;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
12977;Chiroptera;Pteropodidae;Megaloglossus;Megaloglossus woermanni;16.71;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
15665;Chiroptera;Pteropodidae;Otopteropus;Otopteropus cartilagonodus;16.92;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
21185;Chiroptera;Pteropodidae;Syconycteris;Syconycteris australis;17.6;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
4670;Chiroptera;Pteropodidae;Chironax;Chironax melanocephalus;17.7;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
21183;Chiroptera;Pteropodidae;Syconycteris;Syconycteris hobbit;20.06;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
20060;Chiroptera;Pteropodidae;Scotonycteris;Scotonycteris zenkeri;21.3;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
12595;Chiroptera;Pteropodidae;Macroglossus;Macroglossus sobrinus;21.8;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
14333;Chiroptera;Pteropodidae;Nanonycteris;Nanonycteris veldkampii;21.89;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
136836;Chiroptera;Pteropodidae;Paranyctimene;Paranyctimene tenax;24.94;Mean_congenerics;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
16174;Chiroptera;Pteropodidae;Paranyctimene;Paranyctimene raptor;24.94;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
13401;Chiroptera;Pteropodidae;Micropteropus;Micropteropus intermedius;25.38;Mean_congenerics;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
13402;Chiroptera;Pteropodidae;Micropteropus;Micropteropus pusillus;25.38;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
3999;Chiroptera;Pteropodidae;Casinycteris;Casinycteris argynnis;28.28;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
20521;Chiroptera;Pteropodidae;Sphaerias;Sphaerias blanfordi;28.88;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
14962;Chiroptera;Pteropodidae;Nyctimene;Nyctimene albiventer;29.95;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
14956;Chiroptera;Pteropodidae;Nyctimene;Nyctimene draconilla;30.15;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
16563;Chiroptera;Pteropodidae;Penthetor;Penthetor lucasi;35.39;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
13140;Chiroptera;Pteropodidae;Melonycteris;Melonycteris woodfordi;36.2;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
21184;Chiroptera;Pteropodidae;Syconycteris;Syconycteris carolinae;39.67;PanTHERIA;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
13141;Chiroptera;Pteropodidae;Melonycteris;Melonycteris fardoulisi;41.895;Mean_congenerics;no information;no information;no information;no information;no information;no information;1553.7908727273;Mean_family_same_body_mass
