ID,clone,size,pop,ad,afr,ro
2009,81,Small,NFN,107,13,283
2010,81,Small,NFN,101,13,212
2011,81,Small,NFN,88,12,292
2013,81,Small,NFN,72,12,234
2014,81,Small,NFN,78,12,212
2015,81,Small,NFN,27,12,51
2016,81,Small,NFN,79,13,293
2017,81,Small,NFN,77,12,211
2018,81,Small,NFN,62,13,176
2020,81,Small,NFN,66,12,145
2021,81,Small,NFN,54,13,129
2023,81,Small,NFN,99,11,210
2024,81,Small,NFN,58,12,94
2025,81,Small,NFN,25,11,47
2026,82,Small,NFN,67,11,168
2027,82,Small,NFN,88,12,270
2028,82,Small,NFN,86,11,237
2029,82,Small,NFN,38,13,49
2030,82,Small,NFN,72,13,197
2032,82,Small,NFN,103,11,248
2033,82,Small,NFN,71,13,214
2034,82,Small,NFN,59,13,170
2035,82,Small,NFN,93,12,269
2037,82,Small,NFN,111,13,266
2038,82,Small,NFN,99,11,285
2039,82,Small,NFN,61,11,205
2040,82,Small,NFN,102,13,246
2041,82,Small,NFN,33,11,41
2042,82,Small,NFN,89,13,218
2043,82,Small,NFN,55,13,174
2045,82,Small,NFN,78,12,199
2046,82,Small,NFN,76,13,189
2047,82,Small,NFN,83,12,281
2048,82,Small,NFN,37,13,34
2049,82,Small,NFN,66,13,193
2051,83,Small,NFN,40,11,100
2052,83,Small,NFN,80,11,178
2053,83,Small,NFN,83,13,277
2054,83,Small,NFN,16,12,9
2055,83,Small,NFN,89,11,235
2056,83,Small,NFN,82,13,237
2057,83,Small,NFN,61,11,139
2058,83,Small,NFN,75,11,159
2059,83,Small,NFN,55,11,156
2060,83,Small,NFN,91,12,182
2062,83,Small,NFN,91,13,280
2063,83,Small,NFN,50,11,129
2064,83,Small,NFN,90,13,192
2065,83,Small,NFN,33,13,40
2066,83,Small,NFN,77,11,170
2067,83,Small,NFN,101,12,283
2068,83,Small,NFN,100,13,221
2069,83,Small,NFN,73,11,225
2070,83,Small,NFN,55,12,218
2071,83,Small,NFN,18,12,16
2072,83,Small,NFN,67,11,250
2073,83,Small,NFN,82,13,292
2074,83,Small,NFN,66,11,218
2076,84,Small,NFN,45,12,108
2077,84,Small,NFN,58,12,156
2078,84,Small,NFN,52,12,167
2079,84,Small,NFN,37,13,105
2080,84,Small,NFN,43,13,116
2081,84,Small,NFN,102,11,264
2082,84,Small,NFN,91,12,243
2084,84,Small,NFN,101,12,256
2085,84,Small,NFN,90,13,277
2086,84,Small,NFN,42,11,108
2087,84,Small,NFN,66,13,158
2088,84,Small,NFN,61,11,202
2089,84,Small,NFN,54,11,142
2090,84,Small,NFN,17,12,10
2091,84,Small,NFN,44,13,113
2092,84,Small,NFN,40,13,78
2093,84,Small,NFN,41,11,103
2094,84,Small,NFN,111,13,330
2095,84,Small,NFN,98,12,200
2096,84,Small,NFN,58,11,152
2097,84,Small,NFN,112,12,266
2098,84,Small,NFN,80,13,204
2099,84,Small,NFN,82,12,224
2101,85,Small,VRI,49,15,39
2103,85,Small,VRI,48,15,22
2104,85,Small,VRI,22,14,9
2105,85,Small,VRI,33,14,27
2107,85,Small,VRI,41,15,40
2108,85,Small,VRI,28,17,20
2109,85,Small,VRI,47,15,35
2110,85,Small,VRI,18,16,11
2111,85,Small,VRI,20,16,16
2114,85,Small,VRI,44,14,35
2115,85,Small,VRI,28,15,17
2116,85,Small,VRI,41,14,32
2118,85,Small,VRI,24,16,11
2121,85,Small,VRI,36,15,38
2122,85,Small,VRI,30,14,24
2124,85,Small,VRI,33,17,23
2125,85,Small,VRI,26,17,14
2130,86,Small,VRI,26,14,21
2132,86,Small,VRI,46,14,35
2134,86,Small,VRI,44,16,43
2136,86,Small,VRI,39,17,35
2138,86,Small,VRI,38,14,32
2139,86,Small,VRI,46,15,31
2144,86,Small,VRI,20,17,8
2145,86,Small,VRI,40,16,26
2147,86,Small,VRI,30,15,19
2149,86,Small,VRI,22,16,11
2151,87,Small,VRI,27,15,13
2152,87,Small,VRI,16,17,5
2154,87,Small,VRI,20,16,12
2156,87,Small,VRI,25,14,23
2157,87,Small,VRI,30,14,23
2159,87,Small,VRI,32,14,27
2160,87,Small,VRI,36,15,26
2162,87,Small,VRI,22,16,24
2163,87,Small,VRI,30,15,14
2166,87,Small,VRI,31,15,21
2167,87,Small,VRI,34,15,17
2168,87,Small,VRI,28,16,22
2170,87,Small,VRI,26,16,25
2171,87,Small,VRI,27,15,17
2174,87,Small,VRI,51,17,42
2175,87,Small,VRI,49,16,30
2176,88,Small,VRI,31,17,22
2178,88,Small,VRI,30,15,28
2179,88,Small,VRI,26,16,12
2180,88,Small,VRI,33,17,34
2182,88,Small,VRI,20,15,10
2183,88,Small,VRI,28,17,28
2185,88,Small,VRI,20,17,15
2188,88,Small,VRI,31,14,20
2189,88,Small,VRI,23,17,12
2190,88,Small,VRI,26,17,18
2191,88,Small,VRI,48,15,34
2193,88,Small,VRI,41,17,41
2195,88,Small,VRI,25,15,9
2196,88,Small,VRI,22,16,17
2197,88,Small,VRI,29,15,23
2198,88,Small,VRI,37,15,23
2199,88,Small,VRI,41,14,24
2200,88,Small,VRI,40,15,31
2201,89,Small,VRI,30,14,24
2202,89,Small,VRI,31,17,24
2203,89,Small,VRI,19,15,8
2204,89,Small,VRI,29,16,23
2206,89,Small,VRI,22,15,10
2207,89,Small,VRI,33,16,29
2208,89,Small,VRI,30,16,24
2210,89,Small,VRI,27,17,15
2211,89,Small,VRI,26,16,21
2212,89,Small,VRI,23,17,21
2213,89,Small,VRI,36,14,22
2215,89,Small,VRI,41,16,42
2216,89,Small,VRI,26,14,22
2217,89,Small,VRI,18,14,8
2218,89,Small,VRI,44,14,28
2220,89,Small,VRI,37,14,35
2221,89,Small,VRI,40,17,34
2222,89,Small,VRI,24,17,17
2223,89,Small,VRI,16,16,9
2224,89,Small,VRI,27,15,24
2225,89,Small,VRI,22,14,16
2229,90,Small,VRI,24,14,4
2231,90,Small,VRI,23,15,21
2232,90,Small,VRI,33,15,34
2233,90,Small,VRI,37,14,29
2234,90,Small,VRI,18,14,6
2235,90,Small,VRI,46,17,49
2236,90,Small,VRI,31,15,23
2237,90,Small,VRI,17,15,4
2238,90,Small,VRI,30,15,32
2239,90,Small,VRI,22,15,13
2240,90,Small,VRI,27,15,23
2241,90,Small,VRI,35,17,31
2242,90,Small,VRI,18,15,13
2243,90,Small,VRI,41,16,36
2244,90,Small,VRI,18,17,13
2245,90,Small,VRI,40,16,23
2246,90,Small,VRI,35,14,39
2247,90,Small,VRI,27,17,23
2248,90,Small,VRI,39,14,27
2249,90,Small,VRI,33,14,32
2252,91,Small,VRI,23,16,13
2253,91,Small,VRI,23,14,12
2254,91,Small,VRI,18,14,5
2255,91,Small,VRI,33,15,25
2256,91,Small,VRI,28,14,30
2257,91,Small,VRI,21,16,8
2258,91,Small,VRI,30,16,18
2259,91,Small,VRI,16,14,4
2260,91,Small,VRI,38,14,25
2261,91,Small,VRI,37,17,37
2262,91,Small,VRI,28,16,33
2263,91,Small,VRI,22,14,19
2264,91,Small,VRI,18,15,8
2266,91,Small,VRI,25,15,17
2267,91,Small,VRI,37,15,38
2268,91,Small,VRI,45,16,39
2269,91,Small,VRI,25,14,28
2271,91,Small,VRI,41,17,27
2272,91,Small,VRI,18,15,9
2273,91,Small,VRI,27,17,21
2274,91,Small,VRI,34,17,35
2275,91,Small,VRI,41,16,37
2276,92,Small,VRI,17,14,8
2277,92,Small,VRI,21,15,19
2278,92,Small,VRI,39,17,32
2280,92,Small,VRI,41,17,40
2281,92,Small,VRI,30,17,18
2283,92,Small,VRI,20,15,10
2284,92,Small,VRI,27,16,27
2285,92,Small,VRI,30,15,26
2287,92,Small,VRI,46,15,33
2288,92,Small,VRI,21,14,20
2289,92,Small,VRI,16,15,4
2291,92,Small,VRI,31,17,22
2293,92,Small,VRI,20,15,7
2294,92,Small,VRI,22,15,11
2295,92,Small,VRI,38,15,50
2297,92,Small,VRI,33,14,26
2298,92,Small,VRI,33,15,12
2301,93,Small,VRI,37,14,40
2302,93,Small,VRI,50,14,91
2305,93,Small,VRI,51,13,113
2306,93,Small,VRI,66,12,131
2307,93,Small,VRI,69,12,168
2308,93,Small,VRI,70,13,122
2310,93,Small,VRI,55,14,105
2311,93,Small,VRI,61,12,128
2312,93,Small,VRI,63,14,114
2314,93,Small,VRI,55,12,85
2315,93,Small,VRI,71,12,125
2316,93,Small,VRI,61,13,88
2318,93,Small,VRI,51,13,128
2320,93,Small,VRI,58,14,110
2321,93,Small,VRI,28,14,59
2322,93,Small,VRI,49,13,122
2323,93,Small,VRI,33,14,54
2324,93,Small,VRI,16,13,4
2325,93,Small,VRI,45,12,90
2326,94,Small,VRI,66,14,117
2327,94,Small,VRI,40,12,113
2328,94,Small,VRI,28,12,50
2329,94,Small,VRI,64,14,162
2331,94,Small,VRI,61,12,98
2332,94,Small,VRI,47,14,81
2333,94,Small,VRI,61,14,149
2334,94,Small,VRI,45,12,71
2335,94,Small,VRI,58,13,137
2336,94,Small,VRI,37,12,78
2337,94,Small,VRI,58,13,99
2338,94,Small,VRI,52,13,88
2339,94,Small,VRI,68,14,172
2341,94,Small,VRI,45,12,87
2343,94,Small,VRI,52,13,104
2344,94,Small,VRI,67,13,123
2345,94,Small,VRI,45,13,88
2346,94,Small,VRI,44,12,59
2347,94,Small,VRI,37,14,68
2348,94,Small,VRI,43,13,85
2349,94,Small,VRI,50,12,101
2350,94,Small,VRI,33,13,75
2352,95,Small,VRI,55,12,116
2353,95,Small,VRI,34,14,73
2355,95,Small,VRI,51,12,107
2356,95,Small,VRI,59,14,113
2357,95,Small,VRI,16,12,6
2358,95,Small,VRI,53,12,101
2359,95,Small,VRI,51,12,119
2360,95,Small,VRI,62,13,121
2361,95,Small,VRI,22,14,23
2362,95,Small,VRI,65,14,108
2364,95,Small,VRI,65,14,146
2365,95,Small,VRI,51,12,107
2366,95,Small,VRI,27,13,31
2367,95,Small,VRI,68,12,114
2369,95,Small,VRI,71,13,141
2370,95,Small,VRI,49,14,76
2371,95,Small,VRI,77,13,158
2372,95,Small,VRI,37,12,60
2373,95,Small,VRI,63,14,116
2374,95,Small,VRI,38,13,50
2375,95,Small,VRI,20,14,23
2377,96,Small,VRI,36,14,27
2378,96,Small,VRI,40,12,80
2379,96,Small,VRI,46,13,70
2380,96,Small,VRI,69,12,116
2381,96,Small,VRI,22,12,24
2382,96,Small,VRI,65,13,141
2383,96,Small,VRI,66,13,122
2385,96,Small,VRI,32,12,61
2386,96,Small,VRI,67,14,99
2388,96,Small,VRI,67,13,117
2389,96,Small,VRI,39,12,84
2390,96,Small,VRI,61,14,120
2391,96,Small,VRI,32,14,54
2392,96,Small,VRI,58,12,123
2393,96,Small,VRI,17,13,4
2394,96,Small,VRI,50,13,142
2396,96,Small,VRI,52,14,72
2397,96,Small,VRI,55,12,77
2398,96,Small,VRI,48,13,109
2399,96,Small,VRI,32,13,63
2400,96,Small,VRI,25,12,19
2401,97,Large,VOL,57,11,119
2402,97,Large,VOL,48,12,93
2403,97,Large,VOL,61,11,101
2405,97,Large,VOL,66,11,134
2406,97,Large,VOL,66,12,161
2407,97,Large,VOL,75,13,124
2408,97,Large,VOL,116,13,236
2409,97,Large,VOL,82,12,206
2410,97,Large,VOL,92,12,165
2411,97,Large,VOL,37,11,44
2412,97,Large,VOL,101,13,195
2413,97,Large,VOL,89,13,193
2414,97,Large,VOL,72,11,137
2415,97,Large,VOL,109,12,224
2417,97,Large,VOL,113,13,265
2418,97,Large,VOL,49,12,106
2419,97,Large,VOL,111,12,236
2420,97,Large,VOL,73,12,116
2421,97,Large,VOL,29,13,40
2422,97,Large,VOL,100,13,209
2423,97,Large,VOL,101,11,203
2424,97,Large,VOL,91,12,208
2425,97,Large,VOL,55,13,129
2426,98,Large,VOL,96,13,227
2427,98,Large,VOL,59,13,79
2428,98,Large,VOL,99,11,217
2429,98,Large,VOL,100,13,192
2431,98,Large,VOL,101,12,185
2432,98,Large,VOL,106,11,170
2433,98,Large,VOL,107,13,229
2434,98,Large,VOL,99,13,181
2435,98,Large,VOL,31,13,71
2436,98,Large,VOL,95,13,201
2437,98,Large,VOL,105,13,250
2438,98,Large,VOL,91,11,178
2439,98,Large,VOL,100,11,193
2440,98,Large,VOL,95,11,206
2441,98,Large,VOL,38,13,91
2442,98,Large,VOL,110,12,216
2443,98,Large,VOL,111,12,255
2444,98,Large,VOL,108,13,219
2445,98,Large,VOL,93,12,185
2446,98,Large,VOL,78,13,172
2447,98,Large,VOL,107,12,176
2448,98,Large,VOL,98,12,262
2449,98,Large,VOL,95,13,219
2450,98,Large,VOL,74,12,157
2451,99,Large,VOL,67,11,152
2452,99,Large,VOL,90,12,191
2453,99,Large,VOL,111,11,185
2454,99,Large,VOL,97,12,189
2455,99,Large,VOL,92,11,190
2456,99,Large,VOL,106,12,216
2457,99,Large,VOL,93,13,247
2458,99,Large,VOL,19,12,18
2459,99,Large,VOL,90,13,222
2460,99,Large,VOL,101,11,208
2461,99,Large,VOL,105,13,261
2462,99,Large,VOL,92,13,211
2463,99,Large,VOL,99,12,232
2464,99,Large,VOL,119,11,194
2465,99,Large,VOL,90,12,181
2466,99,Large,VOL,84,11,143
2467,99,Large,VOL,98,13,222
2468,99,Large,VOL,23,12,10
2469,99,Large,VOL,99,11,241
2470,99,Large,VOL,105,12,218
2471,99,Large,VOL,58,13,154
2472,99,Large,VOL,105,11,197
2473,99,Large,VOL,107,13,239
2474,99,Large,VOL,91,12,187
2475,99,Large,VOL,89,11,230
2477,100,Large,VOL,88,13,206
2478,100,Large,VOL,90,11,196
2479,100,Large,VOL,94,11,211
2480,100,Large,VOL,104,11,265
2481,100,Large,VOL,96,13,208
2482,100,Large,VOL,110,12,238
2483,100,Large,VOL,119,13,234
2484,100,Large,VOL,33,13,58
2485,100,Large,VOL,104,12,200
2486,100,Large,VOL,95,12,267
2487,100,Large,VOL,81,13,191
2488,100,Large,VOL,88,13,166
2489,100,Large,VOL,27,12,45
2490,100,Large,VOL,92,11,215
2491,100,Large,VOL,109,11,208
2492,100,Large,VOL,97,12,186
2493,100,Large,VOL,106,13,257
2494,100,Large,VOL,101,11,205
2495,100,Large,VOL,87,12,202
2496,100,Large,VOL,114,12,212
2497,100,Large,VOL,100,12,180
2498,100,Large,VOL,107,11,213
2499,100,Large,VOL,91,13,205
2500,100,Large,VOL,66,11,130
2501,101,Large,BEOM,86,11,319
2502,101,Large,BEOM,91,13,370
2503,101,Large,BEOM,77,13,168
2505,101,Large,BEOM,68,13,210
2506,101,Large,BEOM,101,13,369
2508,101,Large,BEOM,91,11,336
2510,101,Large,BEOM,101,11,334
2511,101,Large,BEOM,105,13,339
2512,101,Large,BEOM,90,11,277
2513,101,Large,BEOM,111,11,399
2514,101,Large,BEOM,108,12,391
2516,101,Large,BEOM,87,13,282
2517,101,Large,BEOM,82,11,272
2519,101,Large,BEOM,115,12,332
2520,101,Large,BEOM,82,12,280
2521,101,Large,BEOM,100,13,374
2522,101,Large,BEOM,18,12,14
2523,101,Large,BEOM,87,13,266
2524,101,Large,BEOM,98,12,380
2525,101,Large,BEOM,49,13,156
2526,102,Large,BEOM,84,12,259
2527,102,Large,BEOM,39,11,116
2529,102,Large,BEOM,67,13,212
2530,102,Large,BEOM,82,11,289
2532,102,Large,BEOM,71,12,188
2533,102,Large,BEOM,90,11,305
2535,102,Large,BEOM,94,12,370
2536,102,Large,BEOM,81,13,347
2538,102,Large,BEOM,89,11,335
2539,102,Large,BEOM,94,12,297
2540,102,Large,BEOM,99,11,260
2541,102,Large,BEOM,111,11,352
2542,102,Large,BEOM,81,13,224
2544,102,Large,BEOM,105,12,387
2545,102,Large,BEOM,99,11,342
2546,102,Large,BEOM,117,11,342
2548,102,Large,BEOM,107,11,370
2549,102,Large,BEOM,94,11,402
2550,102,Large,BEOM,88,11,268
2551,103,Large,BEOM,45,13,83
2552,103,Large,BEOM,76,12,215
2553,103,Large,BEOM,95,13,302
2554,103,Large,BEOM,90,11,219
2556,103,Large,BEOM,111,13,368
2557,103,Large,BEOM,105,11,348
2558,103,Large,BEOM,96,11,300
2559,103,Large,BEOM,90,11,279
2561,103,Large,BEOM,81,13,216
2562,103,Large,BEOM,72,11,249
2563,103,Large,BEOM,108,13,328
2564,103,Large,BEOM,117,13,349
2565,103,Large,BEOM,119,13,343
2567,103,Large,BEOM,121,13,356
2568,103,Large,BEOM,90,13,328
2569,103,Large,BEOM,73,13,224
2573,103,Large,BEOM,88,13,289
2574,103,Large,BEOM,90,12,362
2575,103,Large,BEOM,101,11,305
2576,104,Large,BEOM,72,13,296
2577,104,Large,BEOM,88,11,283
2579,104,Large,BEOM,80,13,263
2580,104,Large,BEOM,103,12,361
2581,104,Large,BEOM,95,12,317
2583,104,Large,BEOM,102,12,338
2584,104,Large,BEOM,115,12,408
2586,104,Large,BEOM,115,12,493
2587,104,Large,BEOM,99,13,271
2588,104,Large,BEOM,117,13,342
2590,104,Large,BEOM,91,11,282
2592,104,Large,BEOM,110,13,350
2593,104,Large,BEOM,106,13,310
2595,104,Large,BEOM,118,11,350
2596,104,Large,BEOM,104,13,361
2597,104,Large,BEOM,100,13,362
2599,104,Large,BEOM,91,12,301
2600,104,Large,BEOM,29,13,35
2601,105,Large,AST5,77,11,319
2602,105,Large,AST5,58,12,180
2603,105,Large,AST5,95,11,259
2605,105,Large,AST5,81,11,274
2606,105,Large,AST5,100,11,325
2607,105,Large,AST5,61,13,220
2608,105,Large,AST5,107,13,364
2609,105,Large,AST5,110,12,408
2610,105,Large,AST5,112,13,324
2612,105,Large,AST5,116,12,376
2613,105,Large,AST5,54,13,200
2614,105,Large,AST5,101,12,391
2615,105,Large,AST5,84,11,205
2616,105,Large,AST5,80,11,282
2617,105,Large,AST5,56,13,104
2618,105,Large,AST5,121,12,451
2619,105,Large,AST5,118,11,436
2620,105,Large,AST5,101,12,261
2621,105,Large,AST5,88,11,323
2622,105,Large,AST5,92,13,384
2623,105,Large,AST5,71,13,288
2624,105,Large,AST5,90,13,343
2625,105,Large,AST5,67,13,309
2626,106,Large,AST5,66,11,227
2627,106,Large,AST5,91,13,374
2628,106,Large,AST5,98,11,294
2629,106,Large,AST5,109,12,313
2631,106,Large,AST5,93,13,296
2632,106,Large,AST5,108,12,276
2633,106,Large,AST5,55,11,197
2634,106,Large,AST5,120,13,343
2635,106,Large,AST5,33,13,58
2636,106,Large,AST5,118,13,323
2637,106,Large,AST5,100,11,348
2638,106,Large,AST5,76,11,329
2639,106,Large,AST5,81,13,307
2640,106,Large,AST5,115,13,362
2641,106,Large,AST5,99,13,361
2642,106,Large,AST5,88,13,259
2643,106,Large,AST5,111,11,427
2644,106,Large,AST5,16,12,7
2645,106,Large,AST5,97,13,269
2646,106,Large,AST5,72,13,261
2647,106,Large,AST5,42,11,136
2648,106,Large,AST5,110,11,283
2649,106,Large,AST5,96,12,321
2650,106,Large,AST5,84,11,322
2651,107,Large,AST5,83,11,268
2652,107,Large,AST5,112,12,369
2653,107,Large,AST5,61,13,200
2654,107,Large,AST5,105,11,343
2655,107,Large,AST5,16,13,6
2656,107,Large,AST5,102,12,398
2657,107,Large,AST5,119,12,391
2658,107,Large,AST5,99,12,394
2659,107,Large,AST5,120,11,402
2660,107,Large,AST5,49,13,137
2661,107,Large,AST5,118,12,331
2662,107,Large,AST5,89,11,344
2663,107,Large,AST5,38,11,88
2664,107,Large,AST5,113,11,377
2665,107,Large,AST5,72,11,288
2666,107,Large,AST5,101,12,375
2667,107,Large,AST5,23,13,18
2668,107,Large,AST5,107,13,380
2669,107,Large,AST5,108,12,399
2670,107,Large,AST5,91,12,375
2671,107,Large,AST5,44,12,102
2672,107,Large,AST5,98,13,384
2673,107,Large,AST5,95,13,340
2674,107,Large,AST5,105,11,321
2675,107,Large,AST5,69,12,278
2676,108,Large,AST5,100,12,340
2677,108,Large,AST5,86,11,355
2678,108,Large,AST5,33,11,93
2679,108,Large,AST5,102,13,359
2680,108,Large,AST5,117,11,321
2681,108,Large,AST5,120,11,381
2683,108,Large,AST5,112,13,416
2684,108,Large,AST5,103,11,415
2685,108,Large,AST5,97,13,297
2686,108,Large,AST5,61,11,239
2687,108,Large,AST5,101,12,295
2688,108,Large,AST5,88,11,313
2689,108,Large,AST5,101,12,417
2690,108,Large,AST5,99,13,269
2692,108,Large,AST5,112,11,373
2693,108,Large,AST5,50,11,213
2694,108,Large,AST5,91,13,440
2695,108,Large,AST5,83,11,277
2696,108,Large,AST5,59,11,154
2697,108,Large,AST5,105,13,348
2698,108,Large,AST5,113,12,336
2699,108,Large,AST5,90,12,328
2700,108,Large,AST5,85,12,337
2701,109,Large,ISM12,55,11,80
2702,109,Large,ISM12,59,11,110
2703,109,Large,ISM12,40,13,55
2707,109,Large,ISM12,45,12,74
2709,109,Large,ISM12,60,13,147
2710,109,Large,ISM12,38,12,56
2711,109,Large,ISM12,50,12,83
2713,109,Large,ISM12,55,13,103
2714,109,Large,ISM12,40,12,61
2715,109,Large,ISM12,62,11,166
2717,109,Large,ISM12,67,13,173
2718,109,Large,ISM12,49,13,90
2719,109,Large,ISM12,53,11,86
2720,109,Large,ISM12,39,11,80
2722,109,Large,ISM12,58,12,100
2723,109,Large,ISM12,46,11,112
2724,109,Large,ISM12,33,11,34
2727,110,Large,ISM12,40,13,45
2728,110,Large,ISM12,67,13,158
2729,110,Large,ISM12,25,12,35
2731,110,Large,ISM12,69,13,177
2732,110,Large,ISM12,41,11,90
2733,110,Large,ISM12,33,11,43
2735,110,Large,ISM12,52,11,113
2736,110,Large,ISM12,46,11,70
2737,110,Large,ISM12,37,11,58
2738,110,Large,ISM12,18,12,2
2739,110,Large,ISM12,47,12,110
2741,110,Large,ISM12,45,13,98
2742,110,Large,ISM12,63,11,123
2743,110,Large,ISM12,37,12,68
2744,110,Large,ISM12,55,12,152
2745,110,Large,ISM12,43,11,57
2747,110,Large,ISM12,30,13,19
2750,110,Large,ISM12,56,12,113
2751,111,Large,ISM12,60,12,155
2752,111,Large,ISM12,46,12,105
2753,111,Large,ISM12,50,12,92
2754,111,Large,ISM12,37,12,69
2755,111,Large,ISM12,45,13,76
2757,111,Large,ISM12,68,11,136
2758,111,Large,ISM12,55,13,155
2759,111,Large,ISM12,60,12,141
2761,111,Large,ISM12,52,11,70
2764,111,Large,ISM12,30,13,36
2765,111,Large,ISM12,51,13,100
2767,111,Large,ISM12,35,12,64
2768,111,Large,ISM12,38,11,75
2769,111,Large,ISM12,56,12,127
2771,111,Large,ISM12,51,13,119
2772,111,Large,ISM12,54,12,88
2773,111,Large,ISM12,18,13,9
2774,111,Large,ISM12,41,12,47
2775,111,Large,ISM12,29,11,23
2776,112,Large,ISM12,50,12,112
2777,112,Large,ISM12,60,11,132
2779,112,Large,ISM12,16,11,6
2781,112,Large,ISM12,61,12,156
2782,112,Large,ISM12,49,13,93
2784,112,Large,ISM12,54,13,105
2787,112,Large,ISM12,55,12,112
2788,112,Large,ISM12,53,11,102
2789,112,Large,ISM12,60,13,116
2791,112,Large,ISM12,63,12,159
2792,112,Large,ISM12,51,11,84
2793,112,Large,ISM12,64,13,138
2794,112,Large,ISM12,64,12,110
2795,112,Large,ISM12,65,12,124
2798,112,Large,ISM12,37,13,79
2799,112,Large,ISM12,53,12,88
2800,112,Large,ISM12,39,13,92
2801,113,Small,BOL,50,11,53
2802,113,Small,BOL,56,12,55
2804,113,Small,BOL,63,11,67
2805,113,Small,BOL,55,14,57
2806,113,Small,BOL,47,15,40
2807,113,Small,BOL,48,13,53
2808,113,Small,BOL,40,11,52
2809,113,Small,BOL,59,11,38
2810,113,Small,BOL,46,14,64
2811,113,Small,BOL,62,11,47
2812,113,Small,BOL,59,12,67
2814,113,Small,BOL,55,15,66
2815,113,Small,BOL,48,13,64
2816,113,Small,BOL,47,12,73
2817,113,Small,BOL,53,12,66
2818,113,Small,BOL,55,11,59
2819,113,Small,BOL,50,14,44
2820,113,Small,BOL,29,15,33
2821,113,Small,BOL,52,13,48
2822,113,Small,BOL,47,13,51
2823,113,Small,BOL,44,13,33
2824,113,Small,BOL,51,15,57
2825,113,Small,BOL,42,14,51
2826,114,Small,BOL,56,13,48
2827,114,Small,BOL,44,15,36
2828,114,Small,BOL,40,13,49
2830,114,Small,BOL,60,15,75
2831,114,Small,BOL,54,15,70
2832,114,Small,BOL,21,12,22
2833,114,Small,BOL,62,14,70
2834,114,Small,BOL,50,14,46
2835,114,Small,BOL,67,15,77
2836,114,Small,BOL,66,14,45
2837,114,Small,BOL,44,11,51
2840,114,Small,BOL,46,14,53
2841,114,Small,BOL,37,12,32
2842,114,Small,BOL,22,11,8
2843,114,Small,BOL,40,15,53
2844,114,Small,BOL,42,11,48
2846,114,Small,BOL,51,14,61
2847,114,Small,BOL,25,15,19
2848,114,Small,BOL,52,14,47
2849,114,Small,BOL,41,14,43
2851,115,Small,BOL,20,15,12
2852,115,Small,BOL,41,14,45
2853,115,Small,BOL,55,15,76
2855,115,Small,BOL,53,15,54
2856,115,Small,BOL,47,11,52
2857,115,Small,BOL,65,12,69
2858,115,Small,BOL,19,11,8
2859,115,Small,BOL,54,15,48
2860,115,Small,BOL,52,13,74
2861,115,Small,BOL,29,14,29
2862,115,Small,BOL,46,11,42
2863,115,Small,BOL,69,15,71
2865,115,Small,BOL,67,11,61
2866,115,Small,BOL,52,13,38
2867,115,Small,BOL,70,14,71
2868,115,Small,BOL,41,12,55
2869,115,Small,BOL,61,14,49
2870,115,Small,BOL,61,15,57
2871,115,Small,BOL,47,15,56
2873,115,Small,BOL,60,11,63
2874,115,Small,BOL,41,15,36
2876,116,Small,BOL,55,14,44
2877,116,Small,BOL,42,11,52
2878,116,Small,BOL,68,15,90
2879,116,Small,BOL,63,14,48
2880,116,Small,BOL,51,12,70
2882,116,Small,BOL,40,12,34
2883,116,Small,BOL,49,11,52
2885,116,Small,BOL,73,14,65
2886,116,Small,BOL,63,11,61
2887,116,Small,BOL,58,14,65
2888,116,Small,BOL,66,14,60
2889,116,Small,BOL,45,11,47
2891,116,Small,BOL,54,15,63
2892,116,Small,BOL,67,14,86
2893,116,Small,BOL,46,12,41
2894,116,Small,BOL,49,13,65
2895,116,Small,BOL,46,14,42
2896,116,Small,BOL,37,15,39
2897,116,Small,BOL,58,15,83
2899,116,Small,BOL,40,14,32
2900,116,Small,BOL,59,13,81
2901,117,Small,N45,50,13,61
2903,117,Small,N45,52,13,41
2904,117,Small,N45,43,12,31
2905,117,Small,N45,47,11,50
2906,117,Small,N45,39,12,38
2907,117,Small,N45,17,13,6
2908,117,Small,N45,59,12,53
2909,117,Small,N45,44,11,44
2910,117,Small,N45,58,12,45
2912,117,Small,N45,63,11,88
2913,117,Small,N45,36,13,35
2914,117,Small,N45,44,11,49
2916,117,Small,N45,60,13,99
2917,117,Small,N45,47,13,68
2918,117,Small,N45,55,12,56
2920,117,Small,N45,53,11,50
2921,117,Small,N45,54,12,59
2922,117,Small,N45,40,11,51
2924,117,Small,N45,40,12,48
2926,118,Small,N45,41,12,42
2927,118,Small,N45,44,13,59
2928,118,Small,N45,37,11,32
2930,118,Small,N45,46,13,57
2931,118,Small,N45,38,13,18
2933,118,Small,N45,50,12,65
2934,118,Small,N45,42,11,41
2936,118,Small,N45,43,11,35
2937,118,Small,N45,44,13,40
2938,118,Small,N45,67,13,73
2939,118,Small,N45,41,11,19
2941,118,Small,N45,53,11,63
2942,118,Small,N45,43,12,50
2943,118,Small,N45,33,11,28
2944,118,Small,N45,59,13,83
2946,118,Small,N45,54,11,55
2948,118,Small,N45,65,12,71
2949,118,Small,N45,40,11,38
2950,118,Small,N45,25,13,17
2951,119,Small,N45,45,11,59
2952,119,Small,N45,41,13,41
2954,119,Small,N45,38,13,47
2956,119,Small,N45,43,12,40
