Scientific Name	Taxon Author	tsn
Colletes sphaeralceae	Timberlake, 1951	655027
Colletes spilopterus	Cockerell, 1917	655028
Colletes squamosus	Morawitz, 1878	655029
Colletes squamulosus	Noskiewicz, 1936	655030
Colletes stachi	Noskiewicz, 1958	655031
Colletes standfussi	Kuhlmann, 2003	655032
Colletes steinbachi	Friese, 1910	655033
Colletes stellatus	Cockerell, 1946	655034
Colletes stepheni	Timberlake, 1958	655035
Colletes striginasis	Vachal, 1909	655036
Colletes subdilatatus	Metz, 1910	655037
Colletes submarginatus	Cresson, 1865	655038
Colletes subnitens	Noskiewicz, 1936	655039
Colletes succinctus	(Linnaeus, 1758)	655040
Colletes sulcatus	Vachal, 1909	655041
Colletes susannae	Swenk, 1925	655042
Colletes swenki	Stephen, 1954	655043
Colletes tadschikus	Kuhlmann, 2002	655044
Colletes taiwanensis	Dubitzki & Kuhlmann, 2004	767983
Colletes tardus	Noskiewicz, 1936	655045
Colletes tectiventris	Timberlake, 1951	655046
Colletes testaceipes	Friese, 1909	655047
Colletes texanus	Cresson, 1872	654632
Colletes thoracicus	Smith, 1853	655048
Colletes thysanellae	Mitchell, 1951	655049
Colletes tibeticus	Kuhlmann, 2002	767989
Colletes timberlakei	Stephen, 1954	655050
Colletes tinctulus	Cockerell, 1937	655051
Colletes tingoensis	Cockerell, 1926	655052
Colletes titusensis	Mitchell, 1951	655053
Colletes tomentosus	Friese, 1910	655054
Colletes transitorius	Noskiewicz, 1936	655055
Colletes trigonatus	Cockerell, 1933	655056
Colletes tuberculatus	Morawitz, 1894	654633
Colletes tuberculiger	Noskiewicz, 1936	655057
Colletes tulbaghensis	Kuhlmann, 1998	655058
Colletes turgiventris	Timberlake, 1951	655059
Colletes ulrikae	Kuhlmann, 2002	655060
Colletes uralensis	Noskiewicz, 1936	655061
Colletes utilis	Cockerell, 1897	655062
Colletes vachali	Jörgensen, 1912	655063
Colletes validus	Cresson, 1868	655064
Colletes vandykei	Timberlake, 1951	655065
Colletes virgatus	Vachal, 1904	655066
Colletes volsellatus	Metz, 1910	655067
Colletes wacki	Kuhlmann, 2002	655068
Colletes wahisi	Kuhlmann, 2002	655069
Colletes wahrmani	Noskiewicz, 1959	655070
Colletes warnckei	Kuhlmann, 2002	655071
Colletes watmoughi	Kuhlmann, 2007	767955
Colletes weiski	Friese, 1912	655072
Colletes westghats	Kuhlmann, 2003	655073
Colletes wickhami	Timberlake, 1943	655074
Colletes willistoni	Robertson, 1891	655075
Colletes wilmattae	Cockerell, 1904	655076
Colletes wolfi	Kuhlmann, 1999	655077
Colletes wollmanni	Noskiewicz, 1936	655078
Colletes wootoni	Cockerell, 1897	655079
Colletes xerophilus	Timberlake, 1951	654634
Colletes xuechengensis	Kuhlmann, 2007	767956
Colletes yemensis	Noskiewicz, 1929	655080
Colletes zuluensis	Friese, 1925	655081
Colletes zygophyllum	Kuhlmann, 2007	767957
Eulonchopria flavescens	(Friese, 1916)	655082
Eulonchopria gaullei	(Vachal, 1909)	655083
Eulonchopria limbella	(Vachal, 1909)	655084
Eulonchopria oaxacana	Michener, 1963	655085
Eulonchopria psaenythioides	Brèthes, 1909	655086
Eulonchopria punctatissima	Michener, 1963	655087
Glossurocolletes bilobatus	(Michener, 1965)	655088
Glossurocolletes xenoceratus	(Michener, 1965)	655089
Hesperocolletes douglasi	Michener, 1965	655090
Leioproctus abdominalis	(Smith, 1879)	655091
Leioproctus abdominis	Michener, 1965	655092
Leioproctus abnormis	(Cockerell, 1916)	655093
Leioproctus acaciae	(Rayment, 1939)	655094
Leioproctus advena	(Smith, 1862)	655095
Leioproctus albopilosus	(Rayment, 1930)	655096
Leioproctus albovittatus	(Cockerell, 1929)	655097
Leioproctus alienus	(Smith, 1853)	655098
Leioproctus alismatis	(Ducke, 1908)	655099
Leioproctus alleynae	(Rayment, 1935)	655100
Leioproctus alloeopus	Maynard, 1991	655101
Leioproctus amabilis	(Smith, 1879)	655102
Leioproctus andinus	(Herbst, 1923)	655103
Leioproctus antennatus	(Smith, 1879)	655104
Leioproctus anthracinus	Michener, 1989	655105
Leioproctus apicalis	(Cockerell, 1921)	655106
Leioproctus argentifrons	(Smith, 1879)	655107
Leioproctus arnauellus	Michener, 1989	655108
Leioproctus arnaui	(Moure, 1949)	655109
Leioproctus asper	Maynard, 1997	655110
Leioproctus atacama	Toro, 1970	655111
Leioproctus atronitens	(Cockerell, 1914)	655112
Leioproctus aurescens	(Cockerell, 1921)	655113
Leioproctus aurifrons	(Smith, 1853)	655114
Leioproctus australiensis	(Dalla Torre, 1896)	655115
Leioproctus bacchalis	(Cockerell, 1914)	655116
Leioproctus baeckeae	(Rayment, 1948)	655117
Leioproctus basirufus	(Schrottky, 1920)	655118
Leioproctus bathycyaneus	Toro, 1973	655119
Leioproctus bicellularis	(Ducke, 1910)	655120
Leioproctus bicristatus	(Cockerell, 1929)	655121
Leioproctus bigamicus	(Strand, 1910)	655122
Leioproctus bimaculatus	(Smith, 1879)	655123
Leioproctus bipectinatus	(Smith, 1856)	655124
Leioproctus boltoni	Cockerell, 1904	655125
Leioproctus boroniae	(Cockerell, 1921)	655126
Leioproctus brunerii	(Ashmead, 1899)	655127
Leioproctus caeruleotinctus	(Cockerell, 1905)	655128
Leioproctus caerulescens	(Cockerell, 1929)	655129
Leioproctus caerulescens	(Spinola, 1851)	655130
Leioproctus calcaratus	Michener, 1965	655131
Leioproctus callurus	(Cockerell, 1914)	655132
Leioproctus canutus	Houston, 1990	655133
Leioproctus capillatus	(Rayment, 1935)	655134
Leioproctus capito	Houston, 1990	655135
Leioproctus cardaleae	Maynard, 1997	655136
Leioproctus carinatifrons	(Cockerell, 1929)	655137
Leioproctus carinatulus	(Cockerell, 1905)	655138
Leioproctus carinatus	(Smith, 1853)	655139
Leioproctus castaneipes	(Cockerell, 1914)	655140
Leioproctus cearensis	(Ducke, 1908)	655141
Leioproctus chalcurus	(Cockerell, 1921)	655142
Leioproctus chalybeatus	(Erichson, 1841)	655143
Leioproctus chrysostomus	(Cockerell, 1917)	655144
Leioproctus cinereus	(Smith, 1853)	655145
Leioproctus clarki	(Cockerell, 1929)	655146
Leioproctus clarus	(Rayment, 1935)	655147
Leioproctus clypeatus	(Cockerell, 1916)	655148
Leioproctus colletellus	(Cockerell, 1905)	655149
Leioproctus coloratipes	(Cockerell, 1933)	655150
Leioproctus confusus	Cockerell, 1904	655151
Leioproctus conospermi	Houston, 1989	655152
Leioproctus contrarius	Michener, 1965	655153
Leioproctus crassipunctatus	(Urban, 1995)	655154
Leioproctus crenulatus	Michener, 1965	655155
Leioproctus cristariae	(Jörgensen, 1912)	655156
Leioproctus cristatus	(Smith, 1853)	655157
Leioproctus cupreus	(Smith, 1853)	655158
Leioproctus cyaneorufus	(Cockerell, 1930)	655159
Leioproctus cyanescens	(Cockerell, 1929)	655160
Leioproctus cyaneus	(Cockerell, 1915)	655161
Leioproctus cyanurus	(Cockerell, 1914)	655162
Leioproctus cygnellus	(Cockerell, 1905)	655163
Leioproctus davisi	Maynard, 1994	655164
Leioproctus decoloratus	(Ducke, 1908)	655165
Leioproctus delahozii	Toro, 1973	655166
Leioproctus deltivagus	(Ogloblin, 1948)	655167
Leioproctus dentatus	(Rayment, 1931)	655168
Leioproctus dentiger	(Cockerell, 1910)	655169
Leioproctus diodontus	(Cockerell, 1929)	655170
Leioproctus dolosus	Michener, 1965	655171
Leioproctus douglasiellus	Michener, 1965	655172
Leioproctus duplex	Michener, 1989	655173
Leioproctus echinodori	(Melo, 1996)	655174
Leioproctus elegans	Smith, 1853	655175
Leioproctus eraduensis	(Cockerell, 1929)	655176
Leioproctus eremites	Houston, 1990	655177
Leioproctus eremitulus	Houston, 1990	655178
Leioproctus erithrogaster	Toro, 1970	655179
Leioproctus erythropyga	Maynard, 1997	655180
Leioproctus eucalypti	(Cockerell, 1916)	655181
Leioproctus eugeniarum	(Cockerell, 1912)	655182
Leioproctus eulonchopriodes	Michener, 1989	655183
Leioproctus euphenax	(Cockerell, 1913)	655184
Leioproctus excubitor	Houston, 1991	655185
Leioproctus facialis	(Cockerell, 1921)	655186
Leioproctus fallax	(Cockerell, 1921)	655187
Leioproctus fasciatus	(Schrottky, 1920)	655188
Leioproctus fazii	(Herbst, 1923)	655189
Leioproctus ferrisi	(Rayment, 1935)	655190
Leioproctus ferrugineus	(Moure, 1954)	655191
Leioproctus festivus	(Cockerell, 1929)	655192
Leioproctus fiebrigi	(Brèthes, 1909)	655193
Leioproctus filamentosus	(Rayment, 1959)	655194
Leioproctus fimbriatinus	(Cockerell, 1910)	655195
Leioproctus fimbriatus	Smith, 1879	655196
Leioproctus finkei	Michener, 1965	655197
Leioproctus flavicornis	(Spinola, 1851)	655198
Leioproctus flavitarsus	Toro, 1973	655199
Leioproctus flavomaculatus	(Cockerell, 1905)	655200
Leioproctus flavorufus	(Cockerell, 1905)	655201
Leioproctus floccosus	Maynard, 1992	655202
Leioproctus franki	(Friese, 1908)	655203
Leioproctus frankiellus	Michener, 1965	655204
Leioproctus frenchi	(Cockerell, 1929)	655205
Leioproctus friesei	(Jörgensen, 1912)	655206
Leioproctus friesellus	Michener, 1965	655207
Leioproctus fucosus	Michener, 1989	655208
Leioproctus fulvescens	(Smith, 1876)	655209
Leioproctus fulvoniger	Michener, 1989	655210
Leioproctus fulvus	(Moure & Urban, 1995)	655211
Leioproctus fulvus	(Smith, 1879)	655212
Leioproctus gallipes	(Cockerell, 1913)	655213
Leioproctus guaritarus	(Urban, 1995)	655214
Leioproctus hackeri	(Cockerell, 1918)	655215
Leioproctus halictiformis	(Smith, 1879)	655216
Leioproctus hamatus	Maynard, 1994	655217
Leioproctus hardyi	(Cockerell, 1929)	655218
Leioproctus helichrysi	(Cockerell, 1918)	655219
Leioproctus helmsi	(Cockerell, 1929)	655220
Leioproctus herrerae	Toro, 1968	655221
Leioproctus heterodoxus	(Cockerell, 1916)	655222
Leioproctus hillieri	(Cockerell, 1914)	655223
Leioproctus hirtipes	(Smith, 1878)	655224
Leioproctus hobartensis	(Cockerell, 1906)	655225
Leioproctus huakiwi	Donovan, 2007	767958
Leioproctus hudsoni	(Cockerell, 1925)	655226
Leioproctus humerosus	(Smith, 1879)	655227
Leioproctus ibanezii	(Ruiz, 1944)	655228
Leioproctus ibex	(Cockerell, 1914)	655229
Leioproctus ichneumonoides	(Cockerell, 1906)	655230
Leioproctus idiotropoptera	Packer, 2006	767968
Leioproctus ignicolor	Maynard, 1992	655231
Leioproctus iheringi	(Schrottky, 1910)	655232
Leioproctus illawarraensis	(Rayment, 1954)	655233
Leioproctus imitator	(Rayment, 1959)	655234
Leioproctus imitatus	Smith, 1853	655235
Leioproctus impatellatus	Michener, 1965	655236
Leioproctus incanescens	(Cockerell, 1913)	655237
Leioproctus incomptus	(Cockerell, 1921)	655238
Leioproctus inconspicuus	Michener, 1989	655239
Leioproctus insularis	(Cockerell, 1913)	655240
Leioproctus irroratus	(Smith, 1853)	655241
Leioproctus isabelae	(Urban, 1995)	655242
Leioproctus jenseni	(Friese, 1906)	655243
Leioproctus joergenseni	(Friese, 1908)	655244
Leioproctus kalen	Toro, 2000	655245
Leioproctus kanapuu	Donovan, 2007	767959
Leioproctus keehua	Donovan, 2007	767960
Leioproctus kumarina	Houston, 1990	655246
Leioproctus labratus	(Melo, 1996)	655247
Leioproctus lanceolatus	Houston, 1990	655248
Leioproctus lanhami	Michener, 1965	655249
Leioproctus laticeps	(Friese, 1906)	655250
Leioproctus launcestonensis	(Cockerell, 1914)	655251
Leioproctus leaena	(Vachal, 1909)	655252
Leioproctus leai	(Cockerell, 1913)	655253
Leioproctus leucostomus	(Cockerell, 1917)	655254
Leioproctus longipalpus	Houston, 1990	655255
Leioproctus longipes	(Jörgensen, 1912)	655256
Leioproctus lucanus	Houston, 1990	655257
Leioproctus lucidicinctus	Houston, 1990	655258
Leioproctus lucidulus	(Cockerell, 1933)	655259
Leioproctus macmillani	Houston, 1991	655260
Leioproctus macrodontus	(Rayment, 1935)	655261
Leioproctus maculatus	(Rayment, 1930)	655262
Leioproctus malpighiacearum	(Ducke, 1907)	655263
Leioproctus maorium	(Cockerell, 1913)	655264
Leioproctus maritimus	(Cockerell, 1936)	655265
Leioproctus mas	Michener, 1965	655266
Leioproctus mastersi	(Cockerell, 1929)	655267
Leioproctus megachalceus	(Cockerell, 1913)	655268
Leioproctus megachalcoides	Michener, 1965	655269
Leioproctus megadontus	(Cockerell, 1913)	655270
Leioproctus melanocyaneus	Toro, 1973	655271
Leioproctus melanoproctus	Michener, 1965	655272
Leioproctus melanurus	(Cockerell, 1917)	655273
Leioproctus melbournensis	(Cockerell, 1910)	655274
Leioproctus metallescens	(Cockerell, 1914)	655275
Leioproctus metallicus	(Smith, 1853)	655276
Leioproctus microdontus	(Cockerell, 1929)	655277
Leioproctus microsomus	Michener, 1965	655278
Leioproctus mimulus	(Cockerell, 1910)	655279
Leioproctus minimus	Michener, 1965	655280
Leioproctus minor	(Moure & Urban, 1995)	655281
Leioproctus minutus	(Cockerell, 1916)	655282
Leioproctus missionica	(Ogloblin, 1948)	655283
Leioproctus moerens	(Vachal, 1909)	655284
Leioproctus moniliformis	(Cockerell, 1916)	655285
Leioproctus monticola	(Cockerell, 1925)	655286
Leioproctus morsus	(Cockerell, 1907)	655287
Leioproctus mourei	Toro, 1968	655288
Leioproctus mourellus	Michener, 1989	655289
Leioproctus nanus	(Smith, 1879)	655290
Leioproctus nasutus	Houston, 1990	655291
Leioproctus neotropicus	(Friese, 1908)	655292
Leioproctus nicholsoni	(Cockerell, 1929)	655293
Leioproctus nigrescens	(Cockerell, 1929)	655294
Leioproctus nigriceps	(Friese, 1916)	655295
Leioproctus nigrifrons	Michener, 1965	655296
Leioproctus nigritulus	(Cockerell, 1916)	655297
Leioproctus nigroclypeatus	(Cockerell, 1910)	655298
Leioproctus nigrofulvus	(Cockerell, 1914)	655299
Leioproctus nigropurpureus	(Rayment, 1935)	655300
Leioproctus nitidior	(Moure, 1956)	655301
Leioproctus nitidulus	(Cockerell, 1916)	655302
Leioproctus nomadiformis	(Cockerell, 1921)	655303
Leioproctus nomiaeformis	(Cockerell, 1930)	655304
Leioproctus nunui	Donovan, 2007	767961
Leioproctus obscuripennis	(Cockerell, 1905)	655305
Leioproctus obscurus	(Smith, 1853)	655306
Leioproctus opacior	(Cockerell, 1936)	655307
Leioproctus opaculus	(Cockerell, 1929)	655308
Leioproctus orientalis	(Vachal, 1904)	655309
Leioproctus ornatissimus	(Cockerell, 1916)	655310
Leioproctus otautahi	Donovan, 2007	767962
Leioproctus paahaumaa	Donovan, 2007	767963
Leioproctus pachyodontus	(Cockerell, 1915)	655311
Leioproctus pacificus	Michener, 1965	655312
Leioproctus pallidicinctus	(Rayment, 1953)	655313
Leioproctus pallidus	(Cockerell, 1915)	655315
Leioproctus pallidus	(Moure & Urban, 1995)	655314
Leioproctus palpalis	(Ducke, 1908)	655316
Leioproctus pampeanus	(Urban, 1995)	655317
Leioproctus pango	Donovan, 2007	767964
Leioproctus pappus	Houston, 1989	655318
Leioproctus paraguayensis	(Schrottky, 1907)	655319
Leioproctus pavonellus	(Cockerell, 1929)	655320
Leioproctus pekanui	Donovan, 2007	767965
Leioproctus penai	Toro, 1970	655321
Leioproctus perezi	Toro, 1970	655322
Leioproctus perfasciatus	(Cockerell, 1906)	655323
Leioproctus perminutus	(Cockerell, 1929)	655324
Leioproctus perpolitus	(Cockerell, 1916)	655325
Leioproctus persooniae	(Rayment, 1950)	655326
Leioproctus peruvianus	(Cockerell, 1926)	655327
Leioproctus phanerodontus	(Cockerell, 1929)	655328
Leioproctus pharcidodes	(Moure, 1954)	655329
Leioproctus phillipensis	(Rayment, 1953)	655330
Leioproctus philonesus	(Cockerell, 1929)	655331
Leioproctus platycephalus	(Cockerell, 1912)	655332
Leioproctus plaumanni	Michener, 1989	655333
Leioproctus plautus	Maynard, 1991	655334
Leioproctus plebeius	(Cockerell, 1921)	655335
Leioproctus plumosellus	(Cockerell, 1905)	655336
Leioproctus plumosus	(Smith, 1853)	655337
Leioproctus prolatus	Maynard, 1994	655338
Leioproctus providellus	(Cockerell, 1905)	655339
Leioproctus providus	(Smith, 1879)	655340
Leioproctus proximus	(Rayment, 1935)	655341
Leioproctus pruinosus	Michener, 1989	655342
Leioproctus pseudozonatus	(Moure, 1954)	655343
Leioproctus punctatus	(Smith, 1853)	655344
Leioproctus purpurascens	(Cockerell, 1914)	655345
Leioproctus purpureus	(Smith, 1853)	655346
Leioproctus pusillus	(Cockerell, 1929)	655347
Leioproctus raymenti	Michener, 1965	655348
Leioproctus rectangulatus	(Cockerell, 1910)	655349
Leioproctus recusus	(Cockerell, 1921)	655350
Leioproctus regalis	(Cockerell, 1921)	655351
Leioproctus rejectus	(Cockerell, 1905)	655352
Leioproctus rhodopus	(Cockerell, 1914)	655353
Leioproctus rhodurus	Michener, 1965	655354
Leioproctus roseoviridis	(Cockerell, 1905)	655355
Leioproctus rubellus	(Smith, 1862)	655356
Leioproctus ruber	Toro, 1970	655357
Leioproctus rubiginosus	(Dalla Torre, 1896)	655358
Leioproctus rubriventris	(Friese, 1909)	655359
Leioproctus rudis	(Cockerell, 1906)	655360
Leioproctus rudissimus	(Cockerell, 1929)	655361
Leioproctus ruficaudus	Michener, 1965	655362
Leioproctus ruficornis	(Smith, 1879)	655363
Leioproctus rufipennis	(Cockerell, 1917)	655364
Leioproctus rufipes	(Cockerell, 1929)	655365
Leioproctus rufiventris	(Spinola, 1851)	655366
Leioproctus rufoaeneus	(Friese, 1924)	655367
Leioproctus rugatus	(Urban, 1995)	655368
Leioproctus saltensis	(Friese, 1908)	655369
Leioproctus scitulus	(Cockerell, 1921)	655370
Leioproctus semicyaneus	(Spinola, 1851)	655371
Leioproctus semilautus	(Cockerell, 1905)	655372
Leioproctus semilucens	(Cockerell, 1929)	655373
Leioproctus semipurpureus	(Cockerell, 1905)	655374
Leioproctus semiviridis	(Cockerell, 1930)	655375
Leioproctus sexmaculatus	(Cockerell, 1914)	655376
Leioproctus seydi	(Strand, 1910)	655377
Leioproctus sigillatus	(Cockerell, 1914)	655378
Leioproctus similior	Michener, 1965	655379
Leioproctus simillimus	(Smith, 1879)	655380
Leioproctus simplicicrus	Michener, 1989	655381
Leioproctus simulator	Michener, 1965	655382
Leioproctus singularis	(Rayment, 1935)	655383
Leioproctus spathigerus	Michener, 1989	655384
Leioproctus speculiferus	(Cockerell, 1921)	655385
Leioproctus spegazzini	(Jörgensen, 1912)	655386
Leioproctus stewarti	(Rayment, 1947)	655387
Leioproctus stictus	(Moure, 1954)	655388
Leioproctus stilborhinus	(Moure, 1954)	655389
Leioproctus striatulus	(Rayment, 1959)	655390
Leioproctus subdentatus	(Rayment, 1931)	655391
Leioproctus subdolus	(Cockerell, 1913)	655392
Leioproctus subminutus	(Rayment, 1934)	655393
Leioproctus subpunctatus	(Rayment, 1935)	655394
Leioproctus subvigilans	(Cockerell, 1914)	655395
Leioproctus subviridis	(Cockerell, 1915)	655396
Leioproctus tarsalis	(Rayment, 1959)	655397
Leioproctus thornleighensis	(Cockerell, 1906)	655398
Leioproctus tomentosus	Houston, 1989	655399
Leioproctus tristis	(Spinola, 1851)	655400
Leioproctus tropicalis	(Cockerell, 1929)	655401
Leioproctus truncatulus	(Cockerell, 1913)	655402
Leioproctus tuberculatus	(Cockerell, 1913)	655403
Leioproctus unguidentatus	Michener, 1965	655404
Leioproctus velutinellus	Michener, 1965	655405
Leioproctus ventralis	(Friese, 1924)	655406
Leioproctus versicolor	(Smith, 1853)	655407
Leioproctus vestitus	(Smith, 1876)	655408
Leioproctus vigilans	Smith, 1879	655409
Leioproctus viridescens	(Cockerell, 1929)	655410
Leioproctus viridibasis	(Cockerell, 1936)	655411
Leioproctus viridicinctus	(Cockerell, 1905)	655412
Leioproctus vitifrons	(Smith, 1879)	655413
Leioproctus wagenknechti	Toro, 1970	655414
Leioproctus wagneri	(Vachal, 1909)	655415
Leioproctus wahlenbergiae	Michener, 1965	655416
Leioproctus waipounamu	Donovan, 2007	767966
Leioproctus waterhousei	(Cockerell, 1905)	655417
Leioproctus wilsoni	(Rayment, 1930)	655418
Leioproctus worsfoldi	(Cockerell, 1906)	655419
Leioproctus xanthosus	Maynard, 1993	655420
Leioproctus xanthozoster	Maynard, 1997	655421
Leioproctus zonatus	(Moure, 1956)	655422
Lonchopria aenea	(Friese, 1906)	655423
Lonchopria alopex	Cockerell, 1917	655424
Lonchopria annectens	Michener, 1989	655425
Lonchopria chalybaea	(Friese, 1906)	655426
Lonchopria cingulata	Moure, 1956	655427
Lonchopria deceptrix	(Moure, 1949)	655428
Lonchopria inca	Cockerell, 1914	655429
Lonchopria longicornis	Michener, 1989	655430
Lonchopria luteipes	(Friese, 1916)	655431
Lonchopria nivosa	Vachal, 1909	655432
Lonchopria porteri	Ruiz, 1937	655433
Lonchopria robertsi	Michener, 1989	655434
Lonchopria rufitorax	Ruiz, 1944	655435
Lonchopria similis	(Friese, 1906)	655436
Lonchopria thoracica	(Friese, 1906)	655437
Lonchopria zonalis	(Reed, 1892)	655438
Lonchorhyncha ecuadoria	(Friese, 1925)	655439
Mourecotelles adesmiae	(Toro & Cabezas, 1978)	655440
Mourecotelles aisen	(Toro & Cabezas, 1978)	655441
Mourecotelles andinus	(Ruiz, 1939)	655442
Mourecotelles atacama	(Toro & Cabezas, 1978)	655443
Mourecotelles basitarsalis	(Toro & Cabezas, 1978)	655444
Mourecotelles biciliatus	(Cockerell, 1918)	655445
Mourecotelles boliviensis	Toro & Cabezas, 1978	655446
Mourecotelles chillan	Toro & Cabezas, 1978	655447
Mourecotelles enodis	(Vachal, 1909)	655448
Mourecotelles fritzi	(Toro & Cabezas, 1978)	655449
Mourecotelles incahausi	(Toro & Cabezas, 1978)	655450
Mourecotelles magallanes	(Toro & Cabezas, 1978)	655451
Mourecotelles mixtus	Toro & Cabezas, 1978	655452
Mourecotelles moldenkei	Toro & Cabezas, 1978	655453
Mourecotelles plantaris	(Vachal, 1909)	655454
Mourecotelles puelche	Toro & Cabezas, 1978	655455
Mourecotelles ruizii	(Herbst, 1923)	655456
Mourecotelles sicheli	(Vachal, 1909)	655457
Mourecotelles spinolae	(Crawford & Titus, 1904)	655458
Mourecotelles subandinus	(Toro & Cabezas, 1978)	655459
Mourecotelles tarsalis	(Toro & Cabezas, 1978)	655460
Mourecotelles triciliatus	Toro & Cabezas, 1978	655461
Neopasiphae insignis	Rayment, 1930	655462
Neopasiphae mirabilis	Perkins, 1912	655463
Neopasiphae simplicior	Michener, 1965	655464
Niltonia virgilii	Moure, 1964	655465
Paracolletes brevicornis	(Smith, 1854)	655466
Paracolletes callander	Cockerell, 1915	655467
Paracolletes convictus	(Cockerell, 1909)	655468
Paracolletes crassipes	Smith, 1853	655469
Paracolletes cygni	(Cockerell, 1904)	655470
Paracolletes fervidus	Smith, 1879	655471
Paracolletes frederici	Cockerell, 1905	655472
Paracolletes leptospermi	Cockerell, 1912	655473
Paracolletes montanus	Rayment, 1935	655474
Paracolletes nigrocinctus	Cockerell, 1914	655475
Paracolletes plumatus	(Smith, 1853)	655476
Paracolletes rebellis	Cockerell, 1912	655477
Paracolletes robustus	Cockerell, 1929	655478
Paracolletes subfuscus	Cockerell, 1906	655479
Paracolletes submacrodontus	Rayment, 1934	655480
Paracolletes vittatus	(Rayment, 1931)	655481
Phenacolletes mimus	Cockerell, 1905	655482
Scrapter absonus	Eardley, 1996	655483
Scrapter acanthophorus	Davies, 2005	767979
Scrapter albifumus	Eardley, 1996	655484
Scrapter albitarsis	(Friese, 1909)	655485
Scrapter algoensis	(Friese, 1925)	655486
Scrapter amplispinatus	Eardley, 1996	655487
Scrapter amplitarsus	Eardley, 1996	655488
Scrapter armatipes	(Friese, 1913)	655489
Scrapter aureiferus	Cockerell, 1932	655490
Scrapter avius	Eardley, 1996	655491
Scrapter basutorum	(Cockerell, 1915)	655492
Scrapter bicolor	Lepeletier, 1825	655493
Scrapter caesariatus	Eardley, 1996	655494
Scrapter calx	Eardley, 1996	655495
Scrapter capensis	(Friese, 1909)	655496
Scrapter carysomus	Davies, 2005	767978
Scrapter catoxys	Davies, 2005	767977
Scrapter chloris	Eardley, 1996	655497
Scrapter chrysomastes	Davies, 2005	767976
Scrapter eremanthedon	Davies, 2005	767975
Scrapter erubescens	(Friese, 1925)	655498
Scrapter flavipes	(Friese, 1925)	655499
Scrapter flavostictus	Cockerell, 1934	655500
Scrapter fuliginatus	Eardley, 1996	655501
Scrapter glarea	Davies, 2005	767974
Scrapter heterodoxus	(Cockerell, 1921)	655502
Scrapter leonis	Cockerell, 1934	655503
Scrapter luridus	Eardley, 1996	655504
Scrapter niger	Lepeletier, 1825	655505
Scrapter nitidus	(Friese, 1909)	655506
Scrapter opacus	(Friese, 1909)	655507
Scrapter oxyaspis	Davies, 2005	767973
Scrapter pallidipennis	(Cockerell, 1920)	655508
Scrapter pruinosus	Davies, 2006	767969
Scrapter pyretus	Davies, 2006	767970
Scrapter rufescens	(Friese, 1912)	655509
Scrapter ruficornis	(Cockerell, 1916)	655510
Scrapter sittybon	Davies, 2005	767972
Scrapter striatus	Smith, 1853	655511
Scrapter thoracicus	(Friese, 1925)	655512
Scrapter tomentum	Eardley, 1996	655513
Scrapter viciniger	Davies, 2006	767971
Scrapter whiteheadi	Eardley, 1996	655514
Trichocolletes aureotinctus	(Cockerell, 1906)	655515
Trichocolletes burnsi	Michener, 1965	655516
Trichocolletes chrysostomus	(Cockerell, 1929)	655517
Trichocolletes daviesiae	Rayment, 1931	655518
Trichocolletes dives	(Cockerell, 1914)	655519
Trichocolletes dowerinensis	Rayment, 1931	655520
Trichocolletes eremophilae	Houston, 1990	655521
Trichocolletes erythrurus	(Cockerell, 1914)	655522
Trichocolletes hackeri	(Cockerell, 1913)	655523
Trichocolletes latifrons	(Cockerell, 1914)	655524
Trichocolletes lucidus	(Cockerell, 1929)	655525
Trichocolletes marginatulus	Michener, 1965	655526
Trichocolletes marginatus	(Smith, 1879)	655527
Trichocolletes maximus	(Cockerell, 1929)	655528
Trichocolletes multipectinatus	Houston, 1990	655529
Trichocolletes nigroclypeatus	Rayment, 1929	655530
Trichocolletes pulcherrimus	Michener, 1965	655531
Trichocolletes rufibasis	(Cockerell, 1929)	655532
Trichocolletes rufopilosus	(Rayment, 1935)	655533
Trichocolletes rufus	(Rayment, 1930)	655534
Trichocolletes sericeus	(Smith, 1862)	655535
Trichocolletes tenuiculus	Rayment, 1931	655536
Trichocolletes venustus	(Smith, 1862)	655537
Caupolicana adusta	Friese, 1899	753955
Caupolicana albiventris	Friese, 1904	753956
Caupolicana bicolor	Friese, 1899	753957
Caupolicana curvipes	Friese, 1898	753958
Caupolicana dimidiata	Herbst, 1917	753959
Caupolicana egregia	Friese, 1906	753960
Caupolicana electa	(Cresson, 1878)	655779
Caupolicana evansi	Vergara & Michener, 2004	753961
Caupolicana floridana	Michener & Deyrup, 2004	753962
Caupolicana friesei	Jörgensen, 1909	753963
Caupolicana fulvicollis	Spinola, 1851	753964
Caupolicana funebris	Smith, 1879	753965
Caupolicana gaullei	Vachal, 1901	754147
Caupolicana gayi	Spinola, 1851	753966
Caupolicana hirsuta	Spinola, 1851	753967
Caupolicana lugubris	Smith, 1879	753968
Caupolicana mendocina	Jörgensen, 1909	753969
Caupolicana mystica	Schrottky, 1902	753970
Caupolicana nigrescens	(Cresson, 1869)	655782
Caupolicana nigriventris	Friese, 1904	753971
Caupolicana niveofasciata	Friese, 1898	753972
Caupolicana notabilis	(Smith, 1861)	655783
Caupolicana ocellata	Michener, 1966	655784
Caupolicana ochracea	(Friese, 1906)	753973
Caupolicana peruviana	Friese, 1900	753974
